it	prior	PP_lik	BD_lik	q_0	q_1	q_2	root_age	death_age	w_shape	w_scale_0	mean_longevity_0	tot_length	
2225	-13.089769	-5994.508686	-1212.007964	1.818941	0.904181	0.006413	23.511242	0.150554	0.737136	1.610248	1.945272	1714.279320
2226	-12.886373	-5961.373753	-1208.240779	1.804542	0.831281	0.008987	23.574376	0.019995	0.636236	1.493818	2.091146	1690.463106
2227	-13.103272	-6113.039113	-1211.031292	1.759547	0.934484	0.006573	24.707849	0.092217	0.804486	1.876175	2.117275	1746.128284
2228	-12.738103	-6041.177799	-1211.587038	1.797435	0.844934	0.013064	24.162955	0.163587	0.750899	2.030685	2.415431	1720.755109
2229	-13.048179	-6031.713671	-1201.053629	1.784684	0.933543	0.007500	24.152987	0.013654	0.812483	2.162924	2.424052	1707.818936
2230	-13.438980	-5985.808190	-1197.155064	1.808238	1.054822	0.004423	25.381256	0.143092	0.754971	1.766246	2.091627	1686.694651
2231	-13.056764	-5995.010531	-1205.456608	1.794443	0.987595	0.007733	24.165088	0.115364	0.740750	1.701972	2.047544	1701.064352
2232	-13.228488	-5992.412929	-1198.702839	1.809809	0.762187	0.004192	23.593370	0.484421	0.754876	1.737332	2.057597	1686.946954
2233	-12.921268	-5961.351839	-1208.033523	1.783750	0.970309	0.010964	25.356582	0.001296	0.671251	1.549558	2.045158	1687.037482
2234	-12.585513	-6025.455112	-1200.843444	1.814730	0.871990	0.017809	23.798244	0.176886	0.704244	1.568901	1.974609	1700.595996
2235	-13.199450	-5973.965528	-1202.915842	1.806186	0.953069	0.005488	23.739359	0.146651	0.742096	1.769174	2.125128	1687.409255
2236	-12.731710	-6033.862096	-1212.467753	1.773931	1.081414	0.017822	25.024128	0.016000	0.704655	1.676380	2.108723	1710.242970
2237	-12.584609	-5993.779510	-1198.966996	1.790244	0.972261	0.021814	25.069289	0.153944	0.670013	1.582592	2.092780	1687.630926
2238	-12.910155	-6089.591895	-1221.005121	1.788611	0.986480	0.011291	24.962395	0.009292	0.818620	2.042285	2.277068	1739.026162
2239	-12.596311	-6030.214190	-1211.573340	1.748141	1.080637	0.021898	24.498587	0.024221	0.702105	1.841850	2.324812	1707.197418
2240	-12.686636	-5975.712421	-1195.874634	1.800967	0.999166	0.018990	25.299868	0.229019	0.704687	1.728621	2.174344	1677.615561
2241	-12.928993	-5996.965522	-1195.388527	1.756734	0.975941	0.010393	25.348034	0.049623	0.773946	1.851510	2.149973	1684.647424
2242	-12.053928	-5994.326656	-1197.801343	1.774999	0.893582	0.055807	24.120828	0.043609	0.728394	1.760399	2.148749	1681.020572
2243	-12.334634	-6018.003959	-1205.821449	1.793593	0.813243	0.029428	24.365509	0.024956	0.723851	1.864037	2.287852	1706.053350
2244	-12.187752	-6021.597972	-1207.944561	1.713164	0.876726	0.037188	24.387272	0.056785	0.731868	1.747785	2.124513	1711.258921
2245	-12.339930	-5970.399010	-1211.003493	1.835009	0.918615	0.031723	23.342587	0.025826	0.668726	1.588038	2.104207	1701.153023
2246	-12.952469	-6077.534941	-1211.922978	1.795707	0.800754	0.007898	23.982848	0.013274	0.774010	2.059372	2.391190	1744.809144
2247	-12.688412	-6038.578718	-1221.407895	1.801986	0.900913	0.016367	24.831258	0.164455	0.693123	1.835662	2.345833	1729.561996
2248	-12.201314	-6015.432240	-1210.394306	1.761862	0.846956	0.037960	24.150834	0.067410	0.793615	2.057952	2.345196	1707.203572
2249	-12.452361	-6015.234818	-1196.931009	1.802224	0.877601	0.023113	23.693480	0.105533	0.800800	1.867735	2.114637	1694.808509
2250	-12.718093	-6012.474738	-1210.088757	1.789907	1.010235	0.018608	25.360054	0.190575	0.850698	2.387011	2.595632	1703.830383
2251	-12.486817	-5985.158962	-1214.477655	1.726945	0.953512	0.021839	24.255335	0.027402	0.727384	1.780460	2.175887	1706.743364
2252	-12.545090	-5954.178954	-1210.223393	1.795578	1.006792	0.023102	24.188355	0.323905	0.690658	1.685831	2.161871	1694.309453
2253	-13.335870	-5994.095246	-1213.178895	1.858327	1.026013	0.005648	25.223033	0.275132	0.677927	1.567938	2.048438	1700.771374
2254	-12.658268	-6022.741133	-1203.756017	1.790751	0.937273	0.016298	24.083663	0.042115	0.814557	1.854154	2.074353	1711.489726
2255	-12.603066	-6007.171207	-1191.371890	1.822125	0.974234	0.020882	24.370228	0.032729	0.782184	1.892440	2.179870	1691.432694
2256	-12.352256	-6008.344628	-1197.299983	1.769197	1.015304	0.036355	25.070668	0.009916	0.752923	1.791781	2.126568	1689.795377
2257	-12.225800	-5984.840673	-1199.785138	1.736686	1.133806	0.048142	23.899778	0.066322	0.741704	1.838219	2.209051	1680.870162
2258	-12.397695	-5973.424869	-1201.235395	1.790900	0.952230	0.029471	24.187776	0.175636	0.721712	1.851826	2.278870	1672.389465
2259	-12.138054	-6018.467472	-1204.818809	1.765823	1.060641	0.058233	24.425032	0.219211	0.719924	1.713341	2.113144	1695.228343
2260	-11.914817	-6012.343880	-1208.243793	1.757697	0.897687	0.082117	24.768770	0.083135	0.675954	1.810846	2.372845	1691.878272
2261	-11.793807	-6017.861578	-1207.031794	1.780293	1.026897	0.125184	23.774737	0.018479	0.709740	1.735740	2.168788	1699.186046
2262	-12.917580	-6016.733817	-1199.505038	1.747689	1.004577	0.010186	24.472533	0.093189	0.743152	1.943182	2.331355	1693.937708
2263	-12.960448	-5970.318712	-1199.862867	1.799163	0.913887	0.008555	23.823510	0.002746	0.731871	1.832342	2.227288	1686.173371
2264	-12.766272	-6008.940530	-1212.946787	1.739761	0.897831	0.011891	24.549563	0.055424	0.757686	1.721266	2.032448	1709.311756
2265	-12.344169	-6007.156598	-1198.210040	1.811125	0.804207	0.026827	23.484505	0.023305	0.739564	1.775284	2.138644	1699.080878
2266	-12.592547	-6054.022719	-1207.306840	1.719216	0.994058	0.017925	24.074788	0.115548	0.785959	1.932636	2.218165	1717.884242
2267	-12.395508	-5978.384023	-1208.929981	1.820313	0.946030	0.030363	24.143202	0.044936	0.673987	1.528397	2.008747	1693.650891
2268	-13.020506	-5967.181507	-1208.644629	1.740451	0.865767	0.006436	23.737852	0.084308	0.611956	1.233166	1.809193	1690.286734
2269	-12.419359	-6083.991499	-1221.045095	1.781932	1.005340	0.032631	25.160889	0.010395	0.745097	1.965293	2.352726	1745.500733
2270	-12.021716	-6027.529916	-1196.231815	1.825446	0.880618	0.068388	24.603065	0.204016	0.787983	1.884087	2.158321	1700.465875
2271	-11.939571	-6030.881080	-1199.835679	1.793939	0.889135	0.081531	24.664895	0.022023	0.828422	2.136509	2.363179	1695.545666
2272	-12.118255	-6020.548114	-1203.088058	1.765645	0.927692	0.049913	24.200961	0.092292	0.726647	1.764670	2.158515	1703.192158
2273	-12.137308	-5977.113968	-1213.769871	1.774945	0.781748	0.038067	23.399865	0.009335	0.734299	1.755107	2.127300	1692.468903
2274	-12.158754	-5958.803964	-1201.430647	1.779864	0.930967	0.046756	24.200376	0.078010	0.701947	1.642202	2.073257	1680.325475
2275	-12.966676	-5992.285804	-1207.145289	1.836191	0.753829	0.007599	23.739901	0.076192	0.700588	1.770110	2.238856	1694.175970
2276	-12.148049	-5977.215598	-1196.351181	1.836417	0.942371	0.051734	23.860514	0.131692	0.708035	1.559468	1.952896	1679.782505
2277	-12.463472	-6021.023806	-1208.848704	1.788677	0.861407	0.023722	24.535371	0.120709	0.820791	2.028175	2.257280	1710.405934
2278	-12.742018	-5959.248269	-1197.196721	1.811134	0.730402	0.011593	24.043061	0.060465	0.737936	1.858219	2.242754	1682.774668
2279	-12.323434	-6055.391741	-1206.876701	1.807645	0.840894	0.033575	24.757231	0.082927	0.830162	2.192290	2.421520	1723.429095
2280	-12.378687	-6063.471969	-1220.558120	1.783936	1.087814	0.035369	23.937640	0.076370	0.615252	1.424929	2.076579	1738.323628
2281	-12.494376	-6025.729544	-1217.189296	1.761188	0.793128	0.018433	23.815406	0.069442	0.717901	1.804442	2.231157	1727.794935
2282	-13.030177	-6014.295469	-1215.996645	1.775367	0.870182	0.007661	25.266260	0.155488	0.697323	1.640963	2.084803	1710.927789
2283	-12.247871	-6054.347549	-1206.759118	1.717392	0.880480	0.033369	24.482810	0.035021	0.768268	1.839937	2.148777	1720.004202
2284	-12.696915	-6055.277123	-1207.890376	1.743600	0.883003	0.013702	24.344941	0.016611	0.782952	2.050759	2.360492	1723.361170
2285	-12.413351	-6014.090535	-1204.669859	1.770646	0.933791	0.028503	24.937266	0.177178	0.715501	1.711666	2.122883	1705.765341
2286	-12.807426	-6002.717354	-1196.330316	1.887347	0.985265	0.016488	25.116466	0.345477	0.753118	1.793877	2.128604	1691.152314
2287	-12.389832	-5995.002127	-1196.725442	1.882775	0.785228	0.029225	24.283227	0.209775	0.771415	1.855657	2.160250	1690.708071
2288	-12.124978	-6014.883745	-1193.491578	1.749228	1.125674	0.060430	23.807227	0.053966	0.753949	1.831319	2.171079	1687.130400
2289	-12.551072	-6052.236408	-1210.700828	1.727029	0.874315	0.017825	24.205487	0.236637	0.797173	2.170823	2.465814	1718.920466
2290	-12.330509	-6016.010990	-1209.123962	1.807248	0.911199	0.036978	25.082757	0.033549	0.867104	2.236054	2.403325	1708.107078
2291	-12.512907	-6112.086304	-1208.844075	1.758146	0.860300	0.021366	25.144287	0.145045	0.790371	1.963449	2.244220	1750.537611
2292	-12.660039	-6029.603115	-1200.132423	1.777531	0.944408	0.017132	24.756406	0.023763	0.764935	1.846495	2.163817	1707.244900
2293	-13.145946	-6047.329382	-1209.736678	1.766571	0.948359	0.005940	24.217425	0.001294	0.827281	1.914503	2.119556	1716.960968
2294	-12.708816	-6077.846572	-1208.219438	1.736090	0.944529	0.013888	24.177761	0.031520	0.802640	2.035698	2.301041	1729.802624
2295	-13.180116	-6043.526560	-1204.548169	1.753322	0.880361	0.004918	24.023767	0.147179	0.729698	1.683790	2.052025	1719.495001
2296	-12.535259	-6055.179449	-1217.159011	1.813525	0.862431	0.020395	24.259090	0.059548	0.795046	1.802208	2.051068	1737.338879
2297	-12.936631	-5992.772173	-1201.443620	1.809494	0.901049	0.009365	24.237360	0.021733	0.831021	2.019580	2.229232	1687.946436
2298	-12.600334	-5996.039111	-1208.362809	1.770501	0.867716	0.016244	23.666761	0.026906	0.741449	2.003083	2.407871	1701.649550
2299	-13.030499	-6021.353906	-1210.339050	1.776224	1.121055	0.009123	23.705250	0.113145	0.719186	1.796650	2.217939	1713.614517
2300	-12.872534	-5992.041053	-1211.089000	1.839069	0.791841	0.009672	23.896738	0.056823	0.750185	1.843746	2.194791	1699.491269
2301	-13.808076	-6008.909128	-1194.875800	1.804592	1.174432	0.002166	23.654623	0.131781	0.845428	2.193036	2.394022	1691.797449
2302	-12.697281	-6044.088828	-1204.212028	1.759631	0.923864	0.015423	25.127542	0.036195	0.718831	1.660961	2.051346	1710.181788
2303	-12.406316	-6074.333937	-1203.613100	1.734469	0.848021	0.024762	24.742973	0.251700	0.825820	2.135308	2.366789	1717.382528
2304	-12.152420	-5969.458097	-1202.306783	1.803636	0.936729	0.054188	24.984024	0.009098	0.693362	1.675849	2.140885	1677.728471
2305	-11.953280	-6032.463665	-1196.277985	1.736254	0.846297	0.059381	23.758062	0.115531	0.783727	1.844740	2.121783	1692.862912
2306	-12.493830	-6038.656986	-1207.770029	1.759598	1.031569	0.024781	24.087389	0.028006	0.660639	1.592775	2.137912	1707.025289
2307	-12.568838	-5980.975328	-1202.067842	1.865894	1.031258	0.023559	23.460721	0.038328	0.746418	1.636374	1.956072	1684.974691
2308	-13.141386	-5977.478564	-1207.404719	1.809216	0.817289	0.005972	24.991466	0.311745	0.726081	1.713787	2.097718	1687.523822
2309	-12.771834	-5981.953894	-1199.798486	1.736494	1.015053	0.012573	23.600557	0.052648	0.804233	1.996022	2.253023	1684.669879
2310	-12.202600	-6080.275543	-1212.980988	1.811835	0.898028	0.041357	23.773067	0.034659	0.756350	1.760104	2.081273	1737.086103
2311	-11.787619	-6088.522342	-1215.190507	1.707257	0.893404	0.099901	24.725170	0.345472	0.771741	1.963615	2.285179	1742.133380
2312	-12.070160	-6089.672800	-1207.419132	1.764719	0.882815	0.058932	25.305769	0.215581	0.801199	1.959024	2.217207	1740.207528
2313	-12.568075	-6008.425037	-1220.915081	1.722495	0.990757	0.022668	26.191877	0.113421	0.702291	1.627849	2.054181	1709.586739
2314	-13.100497	-6050.332683	-1216.115305	1.793438	0.878937	0.006698	24.820357	0.011438	0.736743	1.845033	2.229922	1731.251530
2315	-13.379377	-6006.359527	-1199.516984	1.771069	0.824834	0.003524	25.095596	0.149744	0.661784	1.485001	1.989552	1696.485846
2316	-12.595497	-6018.969596	-1209.134028	1.754498	0.970510	0.018677	24.319757	0.085975	0.743826	1.794294	2.151087	1710.099018
2317	-12.595176	-6004.267116	-1221.024686	1.827257	0.734293	0.017204	24.879870	0.064681	0.654544	1.388920	1.883124	1734.617712
2318	-12.359687	-5995.421901	-1217.998078	1.835239	0.719353	0.026060	23.985859	0.072187	0.694523	1.590670	2.028772	1728.490015
2319	-12.446709	-5997.043074	-1220.812948	1.866589	0.870629	0.026597	23.972957	0.048261	0.674340	1.517989	1.993994	1721.928328
2320	-12.608518	-6067.584589	-1222.414404	1.758634	0.887292	0.017313	24.711860	0.029179	0.743377	1.858035	2.228631	1742.579590
2321	-13.495245	-6080.405187	-1210.411091	1.746516	0.824144	0.002765	25.247680	0.005369	0.785061	2.029422	2.331236	1742.000536
2322	-13.847565	-6043.338529	-1208.582354	1.743879	0.845133	0.001201	23.787264	0.039106	0.747394	1.800552	2.149987	1715.949398
2323	-13.526078	-6004.021470	-1201.189531	1.820568	0.942512	0.003034	24.387551	0.024676	0.764568	1.794256	2.103396	1688.204430
2324	-13.541249	-5963.857186	-1220.943507	1.743512	0.877797	0.002418	24.443181	0.049300	0.691354	1.567581	2.008249	1706.614808
2325	-12.818737	-5983.529731	-1207.207547	1.789699	0.780236	0.010362	24.362744	0.020586	0.747234	1.959330	2.339997	1707.906633
2326	-12.873235	-6047.089084	-1210.721945	1.752873	0.881094	0.008896	23.577299	0.029855	0.766432	1.868849	2.186640	1730.260700
2327	-12.685523	-6044.791557	-1208.626226	1.771389	0.758002	0.013860	25.191805	0.076293	0.769853	1.946844	2.269975	1722.525237
2328	-12.856154	-6102.263562	-1210.354307	1.815302	0.733083	0.010097	24.924232	0.000451	0.813608	2.064353	2.311370	1759.320875
2329	-12.193629	-6067.072153	-1207.622445	1.786071	0.796815	0.036440	23.822969	0.080402	0.835557	1.963847	2.160020	1736.919536
2330	-12.543873	-5991.694760	-1207.256456	1.823446	0.783668	0.018881	24.316142	0.223687	0.715705	1.618864	2.007265	1707.195208
2331	-12.492161	-6040.947189	-1223.103579	1.850590	0.870238	0.024379	24.411868	0.023803	0.707659	1.607989	2.014653	1742.107144
2332	-12.541260	-5968.061351	-1208.314175	1.810884	0.882602	0.020523	24.141297	0.183384	0.753398	1.850695	2.195358	1687.715601
2333	-12.126117	-5904.015344	-1206.184000	1.870600	0.777220	0.047624	23.695776	0.041949	0.653124	1.487263	2.021271	1663.961755
2334	-12.464621	-5894.792317	-1211.195683	1.819105	0.896667	0.024847	24.167879	0.009133	0.676293	1.603536	2.100116	1666.138458
2335	-12.350719	-6005.211321	-1203.773012	1.828268	0.688703	0.027304	24.719377	0.083621	0.692842	1.552386	1.984612	1706.305721
2336	-13.087440	-5992.316676	-1212.075206	1.806772	0.826536	0.006541	24.717772	0.043946	0.667765	1.522170	2.019979	1713.181143
2337	-13.339546	-6046.643837	-1211.290771	1.751736	0.829584	0.003476	24.152875	0.045931	0.803486	2.026791	2.289260	1731.492200
2338	-12.817843	-6015.640624	-1200.063730	1.779284	0.848935	0.011266	24.917170	0.104347	0.740254	1.748415	2.104610	1707.678470
2339	-12.258636	-6029.428878	-1204.589476	1.744419	1.014389	0.040910	24.671239	0.017376	0.746240	1.742476	2.083316	1714.771629
2340	-12.328379	-5977.411249	-1194.109973	1.845881	0.933209	0.036602	24.180182	0.009366	0.770655	1.890567	2.202573	1687.425031
2341	-12.033885	-6022.372824	-1214.231047	1.768883	0.723225	0.046091	23.708998	0.167196	0.723139	1.735733	2.132243	1719.040734
2342	-12.367051	-5994.320825	-1222.783408	1.794604	0.800009	0.027112	24.490137	0.090235	0.681925	1.598768	2.076313	1733.483489
2343	-12.572537	-6015.388658	-1207.490622	1.805352	0.768480	0.016371	23.852704	0.001875	0.694348	1.603590	2.045749	1726.790256
2344	-12.343411	-6068.448746	-1216.856920	1.731546	0.825777	0.025891	24.068565	0.089618	0.794045	2.114624	2.408829	1747.156298
2345	-12.378218	-6076.672755	-1220.975984	1.802391	0.844424	0.029132	24.627102	0.091479	0.746418	2.011515	2.404503	1748.435321
2346	-12.284489	-6033.044304	-1221.116937	1.772225	0.903867	0.035741	24.727626	0.029654	0.686630	1.639794	2.115005	1738.368767
2347	-12.922210	-6059.549392	-1207.010055	1.777970	0.794029	0.008110	24.190146	0.086156	0.779356	1.896341	2.190345	1728.197895
2348	-12.485823	-6119.273091	-1215.555926	1.784255	0.844727	0.023614	25.156926	0.083039	0.821765	2.133122	2.372183	1768.513978
2349	-12.750310	-6075.126151	-1213.755463	1.722730	0.820117	0.010553	23.879279	0.128732	0.831316	2.028847	2.238939	1746.109038
2350	-12.650596	-6026.029798	-1215.860970	1.756251	0.752211	0.012996	24.011779	0.071401	0.724197	1.852686	2.272955	1724.926248
2351	-12.822439	-5996.403325	-1216.809885	1.767036	0.711295	0.009239	24.208319	0.111766	0.797836	2.090849	2.373549	1714.556121
2352	-13.068995	-5997.141023	-1224.338172	1.784103	0.857490	0.006729	24.564854	0.013186	0.615783	1.397866	2.034965	1720.929473
2353	-12.740416	-6045.708904	-1220.650224	1.779582	0.820059	0.011307	23.544105	0.049196	0.683247	1.526447	1.978535	1729.120959
2354	-12.721562	-6078.809475	-1215.060092	1.746512	0.823689	0.011613	23.783654	0.250141	0.747330	1.921620	2.294716	1731.311903
2355	-12.369524	-6029.847257	-1185.552428	1.789994	0.916906	0.030171	24.288123	0.045138	0.828168	2.017229	2.231697	1685.284001
2356	-12.216456	-6025.622717	-1214.229987	1.803206	1.003965	0.049851	24.802933	0.087722	0.692661	1.569638	2.007177	1710.324771
2357	-13.037153	-6105.613541	-1216.117087	1.740574	0.880158	0.007128	24.962033	0.108190	0.774116	1.995232	2.316473	1748.232999
2358	-13.039609	-5996.613800	-1207.529460	1.797699	1.025900	0.008873	24.690576	0.142509	0.706946	1.651290	2.070854	1701.357456
2359	-12.701085	-6028.350641	-1198.482038	1.748829	1.077879	0.018005	24.912298	0.028116	0.799200	1.922515	2.179778	1702.790338
2360	-12.525278	-6031.130756	-1201.771467	1.791714	0.903193	0.021301	24.402562	0.338123	0.741344	1.711478	2.057585	1702.203220
2361	-12.691770	-6008.343640	-1202.700258	1.781463	1.111977	0.018154	23.820076	0.016467	0.739708	1.659573	1.998918	1692.114589
2362	-12.225634	-5938.521245	-1199.202996	1.808024	0.968223	0.042841	23.765227	0.023019	0.683443	1.627174	2.108488	1677.006230
2363	-12.435615	-5996.852975	-1203.423542	1.800372	0.945569	0.026789	23.938226	0.026309	0.707088	1.814713	2.275373	1688.769576
2364	-12.276324	-5980.122570	-1196.746508	1.720423	0.935369	0.033143	24.403222	0.111855	0.793476	1.799142	2.050524	1678.996092
2365	-12.765257	-6037.613638	-1203.380292	1.784884	0.989459	0.014682	24.813925	0.031191	0.794277	1.809144	2.060409	1707.553335
2366	-13.119225	-6056.008912	-1213.811748	1.769273	0.918592	0.006285	24.396640	0.052183	0.794635	2.033282	2.314920	1726.574300
2367	-14.008793	-6025.144971	-1210.719176	1.807789	0.971115	0.001392	26.282013	0.001768	0.708956	1.817038	2.272696	1714.969185
2368	-13.719012	-6070.607260	-1215.354203	1.765692	0.908196	0.002265	27.048139	0.016889	0.781390	1.741002	2.006965	1738.833185
2369	-13.006420	-6100.343164	-1205.319358	1.703630	0.891388	0.006812	24.350575	0.015523	0.827181	2.016278	2.232409	1742.274484
2370	-12.987244	-6043.758142	-1212.351873	1.786303	0.961099	0.009181	24.914060	0.061235	0.729368	1.778337	2.168107	1721.069474
2371	-13.022572	-6046.213484	-1204.761844	1.766531	0.854190	0.007698	25.395961	0.288252	0.820180	1.997371	2.224115	1712.166478
2372	-13.134031	-5970.159383	-1197.781828	1.826566	1.053371	0.008488	25.109269	0.181885	0.807424	2.141110	2.410063	1681.955797
2373	-13.384754	-6032.974388	-1195.574165	1.772326	1.075659	0.004303	23.979581	0.037616	0.783854	2.016844	2.319454	1701.633159
2374	-12.965964	-6025.909925	-1210.645000	1.806260	0.898395	0.008777	24.299624	0.008818	0.684539	1.699302	2.198426	1713.811944
2375	-13.036366	-6045.276841	-1218.616702	1.772183	0.848547	0.007275	25.201219	0.017231	0.718444	1.639923	2.026348	1730.936618
2376	-13.187569	-6002.387788	-1199.866131	1.759418	1.004625	0.005344	23.413325	0.009806	0.766237	1.754884	2.053709	1692.488597
2377	-13.443998	-6085.150216	-1212.017145	1.751564	0.887107	0.002861	23.855178	0.025258	0.727647	1.688814	2.063230	1738.646534
2378	-12.799015	-6057.376855	-1204.701487	1.823239	0.917767	0.013666	24.623765	0.043793	0.861669	2.223784	2.399184	1718.419447
