it	prior	PP_lik	BD_lik	q_0	q_1	q_2	root_age	death_age	w_shape	w_scale_0	mean_longevity_0	tot_length	
1334	-12.535092	-5948.129893	-1194.243929	1.761863	0.724184	0.016250	24.070951	0.217088	0.712180	1.547393	1.927335	1682.377046
1335	-12.873053	-5898.866837	-1190.565477	1.807499	0.738737	0.008871	23.975459	0.086593	0.653144	1.419840	1.929576	1664.955995
1336	-12.932048	-5957.614012	-1190.763136	1.752839	0.918835	0.009673	25.125421	0.369981	0.698378	1.786459	2.266361	1686.515910
1337	-13.415500	-5916.055881	-1196.702993	1.787605	0.675340	0.002640	23.718070	0.008110	0.712023	1.543664	1.923080	1688.735084
1338	-13.751411	-5958.051017	-1200.091485	1.785147	0.790709	0.001731	25.369974	0.154582	0.756464	1.854260	2.192342	1699.809936
1339	-13.902161	-5929.437844	-1195.882091	1.734512	0.711234	0.000936	23.708685	0.123337	0.773603	1.714288	1.991312	1686.248277
1340	-13.672773	-5865.270064	-1192.141760	1.854760	0.785481	0.001920	23.626329	0.120528	0.688128	1.503950	1.935613	1668.173713
1341	-14.327113	-5907.864088	-1189.126278	1.828552	0.661529	0.000456	23.810404	0.151614	0.707337	1.625306	2.037214	1672.189743
1342	-14.042818	-5859.325810	-1191.577509	1.843846	0.784653	0.000947	24.151967	0.101815	0.639869	1.395727	1.941051	1658.383867
1343	-13.764550	-5890.499820	-1200.989390	1.759913	0.757129	0.001515	24.934304	0.159912	0.661507	1.613283	2.162392	1683.717528
1344	-12.642854	-5953.452860	-1199.856934	1.788734	0.714063	0.014615	24.746676	0.091249	0.709744	1.773973	2.216546	1702.893388
1345	-12.584810	-5965.834811	-1198.704275	1.868515	0.667509	0.018048	24.480854	0.161872	0.793370	2.081769	2.372872	1709.762002
1346	-12.253048	-5911.419444	-1191.665596	1.793427	0.740526	0.034277	24.875878	0.077040	0.687934	1.564109	2.013600	1685.639487
1347	-12.816946	-5890.924630	-1188.467860	1.837258	0.845044	0.012625	24.867054	0.004093	0.695076	1.682821	2.144651	1668.426443
1348	-12.421808	-5806.216276	-1190.589996	1.812224	0.789610	0.025719	24.679417	0.097873	0.592510	1.117670	1.709717	1638.102553
1349	-12.273993	-5840.380206	-1186.072233	1.808430	0.727854	0.030994	23.978225	0.034044	0.595256	1.196754	1.819474	1650.124015
1350	-12.520780	-5876.115032	-1184.522765	1.835678	0.844843	0.023059	24.806211	0.007002	0.688160	1.597327	2.055696	1653.863566
1351	-12.290983	-5921.396229	-1183.692301	1.781657	0.915125	0.038897	25.074055	0.139379	0.724325	1.926293	2.362888	1658.971053
1352	-12.386955	-5871.747097	-1179.877535	1.789029	1.066936	0.035778	24.317405	0.073061	0.597835	1.162019	1.756628	1637.301947
1353	-13.011804	-5843.889378	-1174.062210	1.831678	0.725871	0.006660	23.717560	0.389924	0.695159	1.440593	1.835732	1631.461211
1354	-12.523536	-5916.542387	-1190.017034	1.818049	0.836954	0.021217	24.367101	0.165395	0.690411	1.626327	2.086298	1673.228734
1355	-12.553490	-5877.227991	-1179.480503	1.839699	0.803560	0.019987	24.235129	0.283827	0.689809	1.762411	2.262810	1651.890401
1356	-12.988903	-5931.510079	-1194.166867	1.770088	0.892126	0.007580	23.981213	0.151742	0.691180	1.429940	1.832367	1675.760996
1357	-13.576231	-5956.057061	-1197.924818	1.763952	0.818212	0.002232	24.201189	0.094396	0.733944	1.941275	2.353930	1689.865347
1358	-13.371003	-5993.494984	-1194.586894	1.745039	0.870341	0.003441	24.483759	0.200167	0.772353	1.723408	2.004405	1704.046064
1359	-13.269045	-5991.782823	-1183.310910	1.749680	0.793508	0.004046	24.723202	0.092359	0.829477	1.869121	2.065685	1687.818517
1360	-13.018847	-6003.214339	-1187.589946	1.729522	0.846603	0.007769	25.899305	0.064038	0.870015	2.131353	2.286236	1696.386884
1361	-12.176191	-6003.171844	-1196.585946	1.732284	0.791254	0.034985	23.986014	0.051412	0.734712	1.671598	2.025100	1703.866197
1362	-12.774654	-5960.557939	-1194.713503	1.809295	0.664485	0.010123	23.668810	0.018057	0.792461	1.978507	2.257057	1685.231410
1363	-12.311147	-5912.393524	-1201.401787	1.775957	0.830163	0.029875	24.007308	0.062023	0.740814	1.833270	2.205340	1683.173812
1364	-12.131505	-5912.494357	-1193.738200	1.786444	0.702400	0.042515	24.808380	0.049650	0.622141	1.228572	1.766144	1667.885475
1365	-12.442527	-5905.547667	-1188.186581	1.787613	0.669495	0.020252	24.203823	0.041031	0.616078	1.280743	1.863357	1676.130531
1366	-12.499881	-5869.531221	-1200.368926	1.815246	0.730518	0.020016	24.364540	0.111284	0.726156	1.734380	2.122728	1661.779746
1367	-12.103452	-5841.256907	-1186.854259	1.809149	0.702616	0.047129	24.764762	0.044451	0.663168	1.541507	2.060655	1645.366958
1368	-11.912965	-5866.993438	-1190.413031	1.814728	0.750632	0.072177	24.096256	0.163110	0.625336	1.317406	1.882179	1660.764707
1369	-12.318670	-5934.371788	-1193.304751	1.758246	0.722267	0.025365	23.971041	0.017803	0.705747	1.640971	2.061185	1692.802856
1370	-12.551749	-5972.681951	-1196.906152	1.703800	0.821418	0.016482	24.388798	0.028307	0.750931	1.946774	2.315541	1705.233374
1371	-12.905300	-5926.233808	-1186.068379	1.778101	0.856137	0.010043	25.399763	0.025402	0.713360	1.656146	2.059658	1675.507127
1372	-13.014847	-5920.703504	-1204.634968	1.815351	0.852308	0.007375	23.744885	0.051044	0.676033	1.563689	2.048737	1684.142636
1373	-12.665120	-5960.239100	-1198.468838	1.729137	0.802866	0.013988	25.084851	0.001023	0.768777	1.817138	2.121053	1697.452442
1374	-12.613538	-5935.222878	-1194.082413	1.783680	0.761798	0.014805	23.788403	0.044817	0.760280	1.944219	2.289416	1683.949311
1375	-12.979055	-5865.200037	-1172.075834	1.896363	0.878273	0.009740	24.171498	0.091650	0.669780	1.573463	2.081463	1640.901981
1376	-13.042509	-5886.635274	-1188.451168	1.756102	0.882912	0.007042	24.690076	0.060234	0.736048	1.664570	2.013440	1655.082828
1377	-13.083115	-5878.828716	-1178.821015	1.835167	0.827046	0.007066	24.839486	0.137064	0.690771	1.508340	1.933951	1638.348495
1378	-12.448486	-5935.237085	-1169.488405	1.769974	0.908891	0.023666	23.810025	0.014829	0.794311	1.928678	2.196477	1654.398404
1379	-13.164371	-5860.754357	-1180.945062	1.869775	0.822902	0.005777	23.636036	0.173408	0.616178	1.353912	1.969415	1638.402179
1380	-12.303145	-5870.031290	-1184.812772	1.910043	0.766487	0.037199	24.308676	0.099642	0.733412	1.805664	2.190864	1636.555125
1381	-12.793010	-5899.325634	-1177.068358	1.862303	0.804513	0.013021	24.695348	0.030079	0.716608	1.693096	2.096901	1647.468633
1382	-12.549018	-5892.252268	-1183.805599	1.755074	0.979444	0.023251	25.437939	0.105870	0.660165	1.372906	1.844216	1643.132125
1383	-12.383670	-5962.596601	-1182.561474	1.858688	0.937420	0.038727	25.648437	0.201918	0.807486	1.861762	2.095512	1665.166672
1384	-12.200127	-5871.562859	-1185.189593	1.776145	0.860688	0.044828	25.432009	0.108608	0.622925	1.302796	1.869992	1633.321278
1385	-12.128866	-5943.750233	-1189.391111	1.799240	0.657894	0.040668	24.459222	0.129023	0.707054	1.612711	2.022183	1677.824006
1386	-12.205634	-5917.417685	-1181.955325	1.838164	0.758901	0.036863	23.510919	0.362577	0.708788	1.649869	2.064061	1660.515253
1387	-12.492637	-5905.306133	-1186.262391	1.864024	0.743557	0.020669	23.602939	0.019572	0.719059	1.596373	1.971014	1658.646046
1388	-13.017528	-5889.094672	-1177.390510	1.835285	0.868006	0.008027	24.076275	0.062929	0.719147	1.829526	2.258635	1641.737563
1389	-13.274272	-5887.434652	-1180.686957	1.896369	0.786549	0.005152	24.686037	0.084423	0.793004	1.999060	2.279365	1639.744658
1390	-14.194593	-5867.042893	-1175.371468	1.815079	0.986079	0.000883	24.768570	0.006370	0.669123	1.723891	2.282798	1626.895580
1391	-13.494490	-5913.852621	-1182.846812	1.826921	0.771662	0.002667	23.936203	0.024671	0.700433	1.582306	2.001740	1668.760285
1392	-12.602181	-5851.690821	-1177.676733	1.829011	0.912729	0.020109	24.404290	0.030439	0.656133	1.553936	2.101283	1640.318040
1393	-12.107572	-5905.123881	-1185.164896	1.843103	0.782132	0.048003	23.582005	0.051380	0.708902	1.748759	2.187450	1667.646344
1394	-12.109245	-5880.084639	-1196.629377	1.822830	0.788770	0.047673	23.882526	0.164596	0.664173	1.575076	2.102135	1656.283521
1395	-12.523776	-5890.319554	-1193.951695	1.812511	0.679662	0.018835	24.681591	0.100732	0.622278	1.393791	2.003122	1667.437463
1396	-12.852091	-5850.401077	-1192.634110	1.794091	0.732332	0.010211	25.323854	0.004127	0.714131	1.736538	2.157500	1658.759141
1397	-13.231455	-5926.589074	-1187.742274	1.825883	0.664281	0.004206	23.996911	0.128683	0.767014	1.857446	2.172004	1674.303488
1398	-13.209975	-5913.239286	-1176.447486	1.828444	0.911779	0.005491	23.822655	0.059332	0.790692	1.939812	2.216540	1656.912379
1399	-13.414366	-5921.299600	-1189.313975	1.769487	0.760653	0.003251	25.563192	0.043513	0.776103	1.769311	2.050142	1672.615544
1400	-13.206133	-5814.746550	-1174.949588	1.830316	0.810547	0.004946	23.819604	0.068081	0.620674	1.199830	1.729784	1623.173612
1401	-13.713420	-5891.972392	-1179.127042	1.896144	0.905297	0.002304	24.363764	0.064940	0.758064	1.805559	2.131124	1653.688991
1402	-12.947124	-5893.355677	-1184.787501	1.817034	0.662529	0.007483	24.196301	0.043050	0.734714	1.776175	2.151787	1660.573693
1403	-12.479197	-5902.635505	-1203.503825	1.775468	0.738679	0.018995	24.050141	0.071086	0.720114	1.648840	2.033110	1672.040674
1404	-12.902549	-5883.687124	-1182.319689	1.741310	0.833554	0.008116	23.973568	0.053025	0.688392	1.464696	1.884377	1636.603075
1405	-13.312394	-5894.524665	-1188.371514	1.811592	0.832705	0.003979	23.815303	0.062609	0.622295	1.367395	1.965120	1653.275761
1406	-12.303578	-5960.137246	-1191.706415	1.756942	0.787036	0.031053	25.194835	0.190423	0.749269	1.742681	2.076576	1679.014361
1407	-11.595129	-5935.719607	-1192.111472	1.806714	0.616969	0.148797	24.522429	0.013640	0.689154	1.547234	1.988393	1671.671409
1408	-12.234148	-5909.252560	-1190.112125	1.797750	0.667459	0.031263	23.966415	0.074806	0.648598	1.471545	2.015373	1660.211789
1409	-12.198537	-5863.047777	-1178.574662	1.830010	0.727786	0.036659	23.695962	0.657729	0.671123	1.578389	2.083621	1639.794934
1410	-12.426878	-5897.819082	-1187.835451	1.810906	1.043636	0.033070	24.272886	0.095732	0.671493	1.689918	2.229576	1661.377368
1411	-12.772712	-5849.397012	-1174.340791	1.871465	0.756505	0.012980	24.555324	0.059972	0.715519	1.656964	2.054992	1638.049629
1412	-12.776108	-5893.617205	-1193.918904	1.820608	0.719758	0.011351	24.367351	0.023510	0.665915	1.587510	2.112858	1687.345028
1413	-12.055048	-5923.497766	-1197.257668	1.839286	0.646385	0.047234	23.733581	0.216347	0.693313	1.449945	1.852422	1677.932853
1414	-12.025736	-5930.103618	-1191.083621	1.803026	0.868532	0.065263	24.683860	0.217486	0.668180	1.479770	1.962431	1677.529372
1415	-12.653503	-5932.939901	-1199.781084	1.777888	0.663707	0.013472	24.782062	0.025239	0.771318	1.855066	2.159771	1682.053174
1416	-12.506195	-5908.584301	-1192.844742	1.727569	0.814610	0.018437	24.506602	0.041335	0.722794	1.585474	1.948488	1676.355061
1417	-12.153914	-5917.823221	-1184.543548	1.792777	1.020688	0.058862	24.550131	0.128201	0.691302	1.845035	2.363872	1664.362787
1418	-11.932195	-5847.418579	-1181.033742	1.875261	0.933120	0.096487	24.131943	0.034459	0.676672	1.409610	1.845078	1631.436687
1419	-12.328322	-5870.888069	-1173.892675	1.824786	0.952549	0.039364	24.810231	0.006104	0.712489	1.847278	2.299936	1633.644305
1420	-12.501195	-5881.694219	-1177.624404	1.788333	1.022333	0.027107	24.653753	0.104440	0.634226	1.422924	1.999250	1635.601115
1421	-12.202611	-5754.763442	-1173.049585	1.807674	0.952262	0.045817	23.840640	0.209624	0.582864	1.131133	1.769290	1588.378307
1422	-12.249351	-5843.443138	-1172.701575	1.875886	0.824427	0.039917	23.898028	0.185504	0.628330	1.312936	1.865122	1626.789964
1423	-12.415427	-5864.260724	-1175.306896	1.832346	0.780873	0.025722	24.274969	0.035049	0.777693	1.896965	2.194625	1636.161912
1424	-12.387073	-5856.777806	-1169.921806	1.850704	0.873684	0.032238	24.732907	0.013574	0.774212	1.810886	2.102245	1626.096138
1425	-13.011696	-5903.638208	-1187.723473	1.831893	0.760615	0.007262	24.247300	0.015449	0.663130	1.435713	1.919348	1661.793474
1426	-12.806470	-5917.397446	-1190.203354	1.813608	0.849238	0.011756	24.203913	0.200740	0.697936	1.716352	2.178744	1660.403243
1427	-12.878498	-5897.630729	-1185.691720	1.830607	0.835059	0.009990	24.056421	0.023835	0.697158	1.505808	1.913527	1654.396932
1428	-13.500253	-5906.482527	-1188.232080	1.749096	0.846263	0.002643	24.462044	0.009768	0.614288	1.344995	1.963913	1662.890022
1429	-12.864081	-5924.116062	-1189.105958	1.767454	0.811169	0.009429	24.423751	0.121717	0.668592	1.536414	2.036232	1677.317797
1430	-12.441194	-5910.162395	-1198.340967	1.836600	0.728119	0.021443	23.387704	0.010863	0.670528	1.550391	2.048553	1674.774206
1431	-12.446514	-5916.808795	-1195.995076	1.762195	0.795330	0.022652	24.733956	0.062023	0.658724	1.617745	2.178231	1681.774258
1432	-12.437807	-5849.575598	-1188.701904	1.815726	0.822812	0.024348	23.939413	0.009393	0.791662	2.016609	2.302223	1653.050419
1433	-12.791949	-5930.328191	-1194.741301	1.759810	0.713621	0.010118	24.612043	0.008432	0.706466	1.761953	2.211036	1690.811735
1434	-12.794098	-5910.164180	-1187.271900	1.835591	0.812135	0.012037	24.266046	0.002060	0.695272	1.627328	2.073361	1673.208548
1435	-12.449901	-5969.654872	-1189.135359	1.754949	0.850675	0.021906	24.043235	0.050867	0.734040	1.764013	2.138746	1694.423394
1436	-12.382432	-5951.003238	-1191.207709	1.823430	0.813687	0.028157	24.265463	0.022833	0.727742	1.834307	2.240721	1684.594388
1437	-12.521977	-5925.892097	-1199.033856	1.875272	0.737175	0.021166	24.264924	0.035985	0.651019	1.476907	2.014360	1679.695831
1438	-12.597192	-5962.958569	-1195.244026	1.750291	0.807111	0.014615	23.499552	0.015595	0.756405	1.858490	2.197481	1694.682548
1439	-12.989382	-5965.987540	-1187.651301	1.761930	0.858093	0.007722	24.547926	0.240859	0.800611	1.939381	2.196125	1674.624207
1440	-12.464141	-5920.382810	-1190.980775	1.805255	0.673977	0.019314	23.752141	0.031509	0.753314	1.884497	2.235659	1675.663367
1441	-11.991298	-5858.607659	-1179.488069	1.862350	0.801837	0.066033	23.803574	0.032238	0.691415	1.360398	1.742674	1628.979778
1442	-12.725494	-5947.784131	-1193.536202	1.785747	0.737918	0.011168	23.506511	0.030360	0.682557	1.651250	2.142474	1683.029521
1443	-12.835681	-5961.175948	-1196.536460	1.691648	0.665333	0.007325	23.898910	0.016755	0.755426	1.637057	1.937691	1693.832261
1444	-12.682527	-5951.381115	-1187.455375	1.705153	0.917257	0.013507	24.299824	0.090481	0.739728	1.626087	1.958541	1675.833967
1445	-12.248078	-5991.321687	-1201.261205	1.746340	0.687011	0.029322	24.213225	0.038152	0.725589	1.932178	2.366450	1706.908650
1446	-11.878300	-6012.595151	-1202.580435	1.746856	0.760219	0.067990	23.861233	0.185065	0.784295	1.904280	2.189078	1718.822712
1447	-12.933988	-5940.203694	-1199.920734	1.767787	0.600506	0.006863	24.313311	0.002467	0.731994	1.740546	2.115396	1702.929599
1448	-12.404904	-5938.171820	-1187.192557	1.788918	0.663525	0.022279	24.545814	0.169599	0.790548	1.766358	2.018612	1692.091933
1449	-12.617157	-5950.452713	-1190.432172	1.780053	0.712085	0.013780	23.710914	0.094832	0.748533	1.839377	2.193577	1703.911635
1450	-12.474545	-5950.159316	-1199.724796	1.788603	0.588656	0.016955	23.617595	0.099909	0.723724	1.667679	2.047169	1703.175977
1451	-12.917229	-5958.544309	-1194.290973	1.791502	0.655194	0.007978	24.467508	0.083198	0.788882	2.148057	2.458639	1698.917425
1452	-12.537145	-5927.813514	-1190.182318	1.837451	0.705886	0.017572	23.647561	0.095546	0.686270	1.546672	1.995935	1682.154980
1453	-12.176301	-5949.263799	-1188.537148	1.723858	0.775070	0.035022	24.171745	0.001592	0.730570	1.821067	2.217010	1685.627131
1454	-12.694277	-5934.367232	-1197.047872	1.773083	0.733331	0.012047	24.017462	0.062226	0.691214	1.572339	2.014742	1691.560378
1455	-12.738165	-5993.617680	-1189.826973	1.780663	0.784391	0.011945	24.219978	0.056477	0.804757	1.890229	2.132627	1703.630483
1456	-12.994693	-5872.647827	-1184.596028	1.768332	0.788401	0.007555	25.290100	0.201971	0.694338	1.475569	1.882454	1653.130697
1457	-12.796613	-5837.882881	-1177.175037	1.853100	0.729794	0.011308	24.204523	0.016612	0.643112	1.290979	1.785051	1634.306226
1458	-12.389668	-5914.220477	-1183.653366	1.788217	0.900031	0.028106	24.180541	0.015436	0.696637	1.614808	2.053517	1663.391013
1459	-12.206960	-5897.145432	-1179.411643	1.747558	0.903254	0.040228	24.452055	0.018184	0.688142	1.660907	2.137577	1647.812898
1460	-12.506188	-5951.011047	-1190.651084	1.769169	0.861832	0.023389	25.578720	0.161827	0.759481	1.892407	2.230283	1683.671750
1461	-12.324731	-6000.164165	-1184.953437	1.760855	0.755434	0.031369	25.800522	0.146736	0.760838	1.995168	2.348033	1699.450678
1462	-12.093545	-5920.999895	-1190.603346	1.883998	0.836806	0.059844	24.153762	0.010093	0.729727	1.757319	2.141559	1678.956261
1463	-12.055031	-5897.976938	-1188.685768	1.838074	0.870104	0.057205	23.394722	0.002712	0.723063	1.639095	2.013716	1672.804673
1464	-11.923111	-5912.587027	-1181.605508	1.795549	0.874953	0.076948	23.949813	0.065486	0.676198	1.559392	2.042595	1667.030260
1465	-11.949834	-5966.129057	-1196.424098	1.852609	0.691548	0.068637	24.357043	0.084997	0.768346	1.772038	2.069317	1701.138883
1466	-12.607862	-5955.406241	-1197.242414	1.796547	0.755058	0.015546	24.142426	0.070830	0.699994	1.686457	2.134773	1707.463893
1467	-12.618736	-5954.529372	-1194.444412	1.791311	0.733409	0.015503	24.652247	0.109652	0.731781	1.796229	2.183622	1706.921542
1468	-12.693200	-5940.094253	-1200.889859	1.783336	0.631395	0.011267	23.831270	0.033285	0.694246	1.668693	2.129107	1706.292477
1469	-12.390051	-5901.934040	-1201.604697	1.792972	0.857929	0.027063	24.086871	0.098005	0.670848	1.655110	2.185835	1690.985286
1470	-12.584690	-5894.831514	-1198.981090	1.797267	0.605128	0.014475	24.042768	0.055469	0.659758	1.544326	2.075858	1694.942560
1471	-12.599623	-5879.548872	-1193.812266	1.846373	0.713555	0.016441	24.061604	0.134742	0.695860	1.636441	2.083268	1684.657375
1472	-12.929979	-5897.226383	-1189.061407	1.862889	0.767490	0.009664	24.981315	0.014764	0.716013	1.584567	1.963971	1673.520317
1473	-12.360922	-5881.152398	-1195.190482	1.910620	0.688348	0.029336	23.906499	0.190790	0.654347	1.451184	1.968190	1659.635334
1474	-12.582907	-5905.345094	-1181.622140	1.858064	0.681684	0.017006	24.064081	0.069588	0.706393	1.717490	2.155448	1669.180991
1475	-12.482384	-5928.221184	-1184.209170	1.841953	0.838569	0.022812	23.711492	0.024300	0.800804	1.908788	2.161110	1672.544191
1476	-12.802453	-5937.059017	-1196.283157	1.869281	0.648137	0.011087	24.395165	0.093204	0.794071	1.908589	2.174077	1693.195889
1477	-12.998510	-5943.672849	-1195.659533	1.785842	0.768670	0.006946	24.106689	0.077362	0.813857	1.957955	2.191779	1703.677957
1478	-12.937606	-5939.384485	-1193.102386	1.784973	0.685041	0.007428	24.455711	0.086332	0.713628	1.564556	1.945083	1688.656706
1479	-12.677367	-5871.714769	-1186.928863	1.795491	0.931832	0.017319	25.022890	0.000592	0.699586	1.551214	1.964671	1648.464943
1480	-12.691136	-5873.937559	-1185.509392	1.864883	0.873274	0.017963	24.918861	0.001094	0.668235	1.708663	2.265785	1644.520817
1481	-12.570208	-5879.880962	-1181.827832	1.835365	0.875363	0.021146	24.320035	0.364696	0.706617	1.967633	2.468646	1637.942747
1482	-12.599566	-5841.287497	-1175.800964	1.825263	0.731861	0.016182	24.230257	0.289206	0.734269	1.622594	1.966756	1627.231093
1483	-12.839061	-5864.621368	-1189.577448	1.872830	0.873336	0.012924	24.760325	0.129436	0.686297	1.485462	1.916871	1648.533289
1484	-13.110607	-5866.715750	-1173.158651	1.807322	0.796155	0.006490	25.385386	0.083049	0.720541	1.605626	1.978772	1632.526360
1485	-12.801411	-5866.839489	-1188.410923	1.805557	0.666753	0.010128	24.569393	0.060965	0.722125	1.608000	1.977804	1640.987416
1486	-12.492489	-5919.542484	-1189.700301	1.803801	0.768462	0.023164	25.273191	0.030873	0.796159	2.185794	2.485102	1657.585686
1487	-12.130554	-5884.519113	-1175.343763	1.815184	0.886994	0.059430	25.694438	0.043251	0.651866	1.419846	1.933751	1639.902289
1488	-12.575400	-5891.940642	-1175.419929	1.785172	0.949632	0.020242	24.398599	0.015865	0.756377	1.669465	1.974036	1645.316047
1489	-12.623074	-5965.274919	-1190.460650	1.751675	0.840585	0.015102	24.089978	0.026147	0.690378	1.649023	2.115512	1683.626705
1490	-13.224707	-5915.122267	-1184.528280	1.758117	0.872051	0.004837	24.594056	0.023814	0.765452	1.847858	2.164260	1658.119548
1491	-12.403352	-5916.972371	-1190.222720	1.817608	0.773166	0.026570	24.622144	0.056133	0.607877	1.402165	2.074564	1652.280390
1492	-12.963698	-5877.175884	-1180.989450	1.815777	0.700404	0.007077	23.644203	0.197937	0.659343	1.534905	2.064596	1639.116398
1493	-12.942805	-6002.137621	-1194.796279	1.778655	0.778671	0.007907	24.384049	0.125039	0.819664	1.909855	2.127573	1700.546545
1494	-13.314912	-5942.378014	-1183.070118	1.771900	0.727135	0.003592	24.695422	0.073183	0.714594	1.624724	2.017386	1673.552256
1495	-13.880852	-5918.693842	-1186.565388	1.848815	0.750334	0.001352	24.616286	0.065603	0.696938	1.810817	2.301822	1665.684210
1496	-14.311391	-5885.448957	-1186.380907	1.847546	0.739813	0.000532	24.135605	0.015023	0.668877	1.499759	1.986765	1655.959603
1497	-14.482753	-5926.885333	-1187.638810	1.796773	0.825195	0.000396	24.755377	0.098361	0.776115	1.789141	2.073094	1666.627797
1498	-14.824509	-5920.789032	-1176.850711	1.892826	0.668196	0.000195	24.081366	0.008416	0.772917	1.876448	2.181166	1668.674780
1499	-14.011580	-5922.186986	-1196.621459	1.866441	0.753296	0.001038	24.370278	0.024756	0.679776	1.608977	2.096243	1692.371925
1500	-13.359739	-5944.824352	-1194.346146	1.825645	0.707244	0.003589	24.589936	0.031083	0.800131	2.077487	2.353523	1700.047495
1501	-13.851570	-5955.616233	-1191.442714	1.791670	0.782200	0.001263	24.006122	0.074236	0.715610	1.782829	2.210836	1697.365722
1502	-13.907042	-5943.955324	-1191.685007	1.776104	0.851928	0.001281	24.956061	0.006418	0.674777	1.645897	2.160566	1690.707636
1503	-13.252212	-5862.480739	-1189.154126	1.867565	0.726975	0.004568	24.094285	0.002554	0.697271	1.662801	2.112699	1660.153387
1504	-12.299555	-5839.558611	-1179.283285	1.902622	0.807948	0.034987	23.387363	0.001308	0.739469	1.708107	2.057941	1635.880716
1505	-12.395435	-5844.741212	-1175.037813	1.829761	0.879837	0.028343	23.888618	0.078994	0.701805	1.607120	2.029354	1639.160880
1506	-12.386295	-5865.394629	-1189.119976	1.849610	0.752417	0.027812	24.547880	0.208726	0.678535	1.485756	1.939299	1648.851997
1507	-12.226796	-5873.412390	-1178.928896	1.879426	0.837651	0.044069	24.259934	0.006042	0.687594	1.533853	1.975613	1645.834205
1508	-12.621674	-5873.552987	-1178.741267	1.790974	0.763937	0.014452	23.773484	0.052111	0.702056	1.569470	1.981140	1651.155133
1509	-13.182883	-5812.696230	-1180.090428	1.878706	0.779893	0.005556	23.905094	0.016758	0.600074	1.233022	1.854876	1636.087575
1510	-13.633273	-5883.497288	-1196.989493	1.831501	0.654040	0.001802	23.582854	0.000950	0.711590	1.667267	2.078227	1679.219611
1511	-14.724008	-5910.595505	-1195.304671	1.841836	0.679647	0.000216	23.866415	0.085523	0.667511	1.581763	2.099899	1686.077743
1512	-14.591118	-5954.079146	-1202.880458	1.774389	0.697985	0.000257	23.896831	0.193017	0.697370	1.696442	2.155148	1711.088309
1513	-14.093389	-5958.869117	-1200.985781	1.800710	0.628623	0.000668	23.521731	0.295978	0.669206	1.562285	2.068530	1718.072029
1514	-13.711498	-5932.347702	-1192.697488	1.785843	0.663792	0.001482	23.925196	0.038348	0.746658	1.768283	2.113186	1700.093421
1515	-13.235653	-5870.061702	-1197.796986	1.886595	0.744056	0.005123	24.430264	0.073040	0.670203	1.630851	2.155959	1682.217723
1516	-13.306092	-5969.782709	-1191.333314	1.795411	0.721613	0.003666	24.187531	0.049251	0.732129	1.820482	2.212194	1712.960581
1517	-12.506687	-5972.774073	-1208.492102	1.731034	0.718766	0.015723	23.576964	0.120874	0.745001	1.751316	2.096792	1713.482306
1518	-12.439095	-5982.065132	-1209.269961	1.755837	0.896288	0.025344	24.676689	0.216407	0.706311	1.828266	2.294722	1718.581787
1519	-13.469565	-5921.346029	-1189.671129	1.793062	0.708781	0.002500	23.870413	0.122422	0.725558	1.670797	2.046400	1682.387834
1520	-13.534509	-6008.086036	-1202.857995	1.719724	0.842009	0.002273	23.938228	0.172672	0.738297	2.007929	2.422436	1710.690766
1521	-13.342399	-6013.973519	-1194.377607	1.766036	0.632063	0.003248	24.805116	0.087402	0.754647	1.990861	2.358443	1708.743507
1522	-13.774106	-5948.596742	-1193.536524	1.743826	0.736892	0.001449	24.935696	0.033167	0.737921	2.033304	2.454114	1682.097453
1523	-14.176280	-5966.729617	-1184.120416	1.755366	0.818894	0.000728	25.569127	0.035644	0.727637	1.679035	2.051307	1680.388181
1524	-13.997008	-5906.168276	-1181.296503	1.780253	0.795531	0.000946	24.256917	0.093842	0.837326	1.861765	2.044938	1659.543012
1525	-14.091628	-5919.752354	-1192.441651	1.833470	0.831914	0.000982	25.363321	0.107470	0.709680	1.701473	2.126137	1674.994277
1526	-13.888495	-5899.455045	-1192.578466	1.817125	0.843040	0.001376	24.660668	0.082815	0.647688	1.554247	2.131979	1663.257815
1527	-13.613513	-5969.030391	-1199.711098	1.756376	0.777386	0.002023	24.675772	0.044681	0.755810	1.840295	2.177355	1702.284123
1528	-12.409341	-5924.185719	-1192.646032	1.752476	0.768850	0.023495	24.900536	0.224340	0.710827	1.625207	2.027807	1672.401766
1529	-12.438705	-5930.786160	-1179.561049	1.835979	0.833393	0.025048	23.943773	0.041810	0.724786	1.713840	2.101098	1661.524470
1530	-12.776638	-5906.955412	-1184.539524	1.817069	0.825740	0.012856	24.405200	0.029912	0.814673	2.223897	2.487765	1648.678379
1531	-12.254243	-5922.506081	-1183.727123	1.793978	0.779559	0.034223	24.429694	0.030132	0.690475	1.630522	2.091489	1661.968122
1532	-12.313676	-5990.728392	-1190.984381	1.792658	0.828629	0.029887	23.895633	0.003418	0.820145	1.854547	2.065137	1687.781297
1533	-12.385070	-5951.947564	-1193.116788	1.795269	0.830063	0.031223	25.814952	0.103423	0.728614	1.808905	2.207372	1682.790453
1534	-12.285166	-5878.694227	-1179.922115	1.863078	0.744598	0.034715	24.423578	0.100579	0.736088	1.671020	2.021148	1649.376340
