Species	Status	MinT	MaxT
Protapirus_douvillei	extinct	19.5	21.7
Protapirus_douvillei	extinct	19.5	21.7
Protapirus_douvillei	extinct	20.43	23.03
Protapirus_gromovae	extinct	9.9	11.2
Protapirus_obliquidens	extinct	30	32
Protapirus_obliquidens	extinct	31.4	32
Protapirus_priscus	extinct	32	33
Protapirus_priscus	extinct	32	33
Protapirus_priscus	extinct	33	36
Protapirus_simplex	extinct	30	32
Protapirus_simplex	extinct	30	32
Protapirus_simplex	extinct	31.4	32
Protapirus_simplex	extinct	32	33.7
Protapirus_simplex	extinct	33.4	33.7
Protapirus_simplex	extinct	40	42.78
Protembolotherium_efremovi	extinct	33.9	37.2
Protherohyus_brachydontus	extinct	4.9	5.9
Protherohyus_brachydontus	extinct	4.9	6.8
Protherohyus_brachydontus	extinct	2.5	4.9
Protherohyus_brachydontus	extinct	4.9	5.9
Protitan_grangeri	extinct	42.8	46.3
Protitan_grangeri	extinct	42.8	46.3
Protitan_grangeri	extinct	42.8	46.3
Protitan_minor	extinct	42.8	46.3
Protitanops_curryi	extinct	33.7	37.2
Protitanops_curryi	extinct	37.2	40.4
Protitanops_curryi	extinct	37.2	40.4
Protitanotherium_emarginatum	extinct	40	42.78
Protitanotherium_emarginatum	extinct	40	42.78
Protitanotherium_emarginatum	extinct	40.4	46.2
Protitanotherium_emarginatum	extinct	40.4	46.3
Protitanotherium_emarginatum	extinct	40.4	46.3
Protoceras_celer	extinct	30	32
Protoceras_celer	extinct	32.5	33.4
Protoceras_celer	extinct	31.4	32
Protoceras_neatodelpha	extinct	19.5	23
Protoceras_skinneri	extinct	28.1	30
Protoceras_skinneri	extinct	28.1	31.4
Protoceras_skinneri	extinct	28.1	30
Protohippus_gidleyi	extinct	9	10.1
Protohippus_gidleyi	extinct	7.6	9
Protohippus_gidleyi	extinct	6.8	7.6
Protohippus_gidleyi	extinct	6.8	7.6
Protohippus_gidleyi	extinct	6.8	7.6
Protohippus_gidleyi	extinct	6.8	7.6
Protohippus_gidleyi	extinct	6.8	7.6
Protohippus_perditus	extinct	17	17.3
Protohippus_perditus	extinct	17	17.3
Protohippus_perditus	extinct	17	17.3
Protohippus_perditus	extinct	17.2	17.3
Protohippus_perditus	extinct	17.2	17.3
Protohippus_perditus	extinct	17	17.1
Protohippus_perditus	extinct	13.6	15.97
Protohippus_perditus	extinct	13.6	15.97
Protohippus_perditus	extinct	13.6	15.97
Protohippus_perditus	extinct	13.6	15.97
Protohippus_perditus	extinct	13.6	15.97
Protohippus_perditus	extinct	13.6	15.97
Protohippus_perditus	extinct	13.6	15.97
Protohippus_perditus	extinct	13.6	15.97
Protohippus_perditus	extinct	13.6	15.97
Protohippus_perditus	extinct	13.6	15.97
Protohippus_perditus	extinct	13.6	15.97
Protohippus_perditus	extinct	13.6	15.97
Protohippus_perditus	extinct	13.6	15.97
Protohippus_perditus	extinct	12.7	13.8
Protohippus_perditus	extinct	13.4	13.5
Protohippus_perditus	extinct	11.9	12.9
Protohippus_perditus	extinct	11.7	12.3
Protohippus_perditus	extinct	7.6	8.4
Protohippus_supremus	extinct	11.7	11.7
Protohippus_supremus	extinct	11.7	11.7
Protohippus_supremus	extinct	11.8	11.8
Protohippus_supremus	extinct	11.8	11.8
Protohippus_supremus	extinct	11.8	11.8
Protohippus_supremus	extinct	11.8	11.8
Protohippus_supremus	extinct	11.8	11.8
Protohippus_supremus	extinct	11.9	11.9
Protohippus_supremus	extinct	11.9	11.9
Protohippus_supremus	extinct	12	12
Protohippus_supremus	extinct	12.3	12.3
Protohippus_supremus	extinct	10.3	13.6
Protohippus_supremus	extinct	11.8	12.3
Protohippus_supremus	extinct	12.1	12.3
Protohippus_supremus	extinct	12.2	12.3
Protohippus_supremus	extinct	12.2	12.3
Protohippus_supremus	extinct	12.2	12.3
Protohippus_supremus	extinct	11.7	11.9
Protohippus_supremus	extinct	11.8	11.9
Protohippus_vetus	extinct	17.8	17.8
Protohippus_vetus	extinct	18.6	18.6
Protohippus_vetus	extinct	17.7	18.6
Protohippus_vetus	extinct	17.7	18.6
Protohippus_vetus	extinct	17.7	17.8
Protohippus_vetus	extinct	17.7	17.8
Protohippus_vetus	extinct	17.7	17.8
Protohippus_vetus	extinct	17.7	17.8
Protohippus_vetus	extinct	13.6	15.97
Protolabis_barstowensis	extinct	14.8	16
Protolabis_barstowensis	extinct	14.8	16
Protolabis_barstowensis	extinct	12.5	14.8
Protolabis_coartatus	extinct	9	12.5
Protolabis_coartatus	extinct	10.1	12.1
Protolabis_coartatus	extinct	10.1	12.1
Protolabis_gracilis	extinct	12.5	14.8
Protolabis_gracilis	extinct	12.5	14.8
Protolabis_gracilis	extinct	12.1	14.8
Protolabis_heterodontus	extinct	16	17.5
Protolabis_heterodontus	extinct	16	17.5
Protolabis_heterodontus	extinct	14.8	16
Protolabis_heterodontus	extinct	14.8	16
Protolabis_heterodontus	extinct	12.5	14.8
Protolabis_heterodontus	extinct	12.5	14.8
Protolabis_heterodontus	extinct	12.1	12.5
Protolabis_heterodontus	extinct	10.1	12.1
Protolabis_heterodontus	extinct	10.1	12.1
Protolabis_heterodontus	extinct	10.1	12.1
Protolabis_heterodontus	extinct	7.6	9
Protolabis_inaequidens	extinct	12.5	14.8
Protolabis_inaequidens	extinct	12.5	14.8
Protolabis_saxeus	extinct	16	18.8
Protolabis_yavapaiensis	extinct	9	12.5
Protolabis_yavapaiensis	extinct	7.6	9
Protomoropus_gabuniai	extinct	48.6	55.8
Protomoropus_hengyangensis	extinct	47.8	56
Protoreodon_pacificus	extinct	42.8	43.8
Protoreodon_pacificus	extinct	37.2	42.8
Protoreodon_pacificus	extinct	37.2	42.8
Protoreodon_pacificus	extinct	37.2	40.4
Protoreodon_pacificus	extinct	40	42.8
Protoreodon_pacificus	extinct	37.2	40.4
Protoreodon_pacificus	extinct	37.2	40.4
Protoreodon_pumilus	extinct	40	42.8
Protoreodon_pumilus	extinct	37.2	42.8
Protoreodon_pumilus	extinct	40	42.8
Protoreodon_pumilus	extinct	40	42.8
Protoreodon_pumilus	extinct	37.2	42.8
Protoreodon_pumilus	extinct	37.2	42.8
Protoreodon_pumilus	extinct	40	42.8
Protoreodon_pumilus	extinct	42.8	43.8
Protoreodon_pumilus	extinct	40	42.8
Protoreodon_pumilus	extinct	40	42.8
Protoreodon_pumilus	extinct	40	42.8
Protoreodon_pumilus	extinct	37.2	40.4
Protoreodon_pumilus	extinct	40	42.8
Protoreodon_transmontanus	extinct	37.2	40.4
Protorohippus_montanum	extinct	50	52.7
Protorohippus_venticolum	extinct	52	52
Protorohippus_venticolum	extinct	52.3	52.3
Protorohippus_venticolum	extinct	52.3	52.3
Protorohippus_venticolum	extinct	52	52.3
Protorohippus_venticolum	extinct	52	52.3
Protorohippus_venticolum	extinct	52.2	52.3
Protorohippus_venticolum	extinct	52.2	52.3
Protorohippus_venticolum	extinct	52	52.1
Protoryx_capricornis	extinct	7.1	7.6
Protoryx_capricornis	extinct	5.3	8.9
Protoryx_capricornis	extinct	7.4	7.8
Protoryx_capricornis	extinct	9.777	10.834
Protoryx_capricornis	extinct	7.892	8.047
Protoryx_capricornis	extinct	7.892	8.047
Protoryx_capricornis	extinct	7.892	8.047
Protoryx_capricornis	extinct	9.777	10.834
Protoryx_capricornis	extinct	9.069	9.149
Protoryx_capricornis	extinct	8.9	11.2
Protoryx_capricornis	extinct	9.777	10.834
Protoryx_capricornis	extinct	9.777	10.834
Protoryx_capricornis	extinct	7.1	7.6
Protoryx_carolinae	extinct	7.1	7.6
Protoryx_carolinae	extinct	7.1	7.6
Protoryx_carolinae	extinct	7.1	7.6
Protoryx_carolinae	extinct	7.1	7.6
Protoryx_carolinae	extinct	7.1	7.6
Protoryx_carolinae	extinct	7.1	7.6
Protoryx_carolinae	extinct	7.1	7.6
Protoryx_enanus	extinct	11.2	14.2
Protoryx_enanus	extinct	11.2	12.9
Protoryx_solignaci	extinct	11.6	13.8
Protoryx_solignaci	extinct	11.2	12.9
Protoryx_solignaci	extinct	9.9	11.2
Protoryx_solignaci	extinct	7.1	11.2
Protoryx_solignaci	extinct	9.777	10.834
Protoryx_solignaci	extinct	9.777	10.834
Protoryx_solignaci	extinct	9.777	10.834
Protoryx_solignaci	extinct	9.777	10.834
Protoryx_solignaci	extinct	9.777	10.834
Protoryx_solignaci	extinct	11.2	12.9
Protovis_himalayensis	extinct	2.9	5.7
Protovis_himalayensis	extinct	2.6	5.3
Protragelaphus_skouzesi	extinct	7.1	7.6
Protragelaphus_skouzesi	extinct	7	7
Protragelaphus_skouzesi	extinct	7.1	8.9
Protragelaphus_skouzesi	extinct	8.9	9.9
Protragelaphus_skouzesi	extinct	7.1	7.6
Protragelaphus_skouzesi	extinct	7.1	8.9
Protragelaphus_skouzesi	extinct	7.9	8.16
Protragelaphus_skouzesi	extinct	7.9	8.16
Protragelaphus_skouzesi	extinct	7.9	8.16
Protragelaphus_skouzesi	extinct	7.1	8.9
Protragelaphus_skouzesi	extinct	7.6	8.9
Protragelaphus_skouzesi	extinct	7.1	7.6
Protragelaphus_skouzesi	extinct	7.1	7.6
Protragelaphus_skouzesi	extinct	7.1	7.6
Protragelaphus_skouzesi	extinct	7.4	7.9
Protragelaphus_theodori	extinct	5.3	7.1
Protragelaphus_theodori	extinct	5.3	7.1
Protragocerus_chantrei	extinct	11.2	12.9
Protragocerus_chantrei	extinct	9.9	11.2
Protragocerus_chantrei	extinct	11.2	12.9
Protragocerus_chantrei	extinct	9.7	9.8
Protragocerus_chantrei	extinct	9.9	12.9
Protragocerus_chantrei	extinct	9.9	11.2
Protragocerus_chantrei	extinct	11.2	12.9
Protragocerus_chantrei	extinct	9.9	11.2
Protragocerus_chantrei	extinct	11.2	12.9
Protragocerus_chantrei	extinct	11.2	12.9
Protragocerus_chantrei	extinct	11.2	12.9
Protragocerus_chantrei	extinct	11.2	12.9
Protragocerus_chantrei	extinct	11.2	12.9
Protragocerus_chantrei	extinct	11.2	12.9
Protragocerus_chantrei	extinct	9.9	11.2
Protragocerus_chantrei	extinct	11.2	12.9
Protragocerus_chantrei	extinct	11.2	12.9
Protragocerus_chantrei	extinct	9.9	11.2
Protragocerus_chantrei	extinct	11.2	12.9
Protragocerus_chantrei	extinct	8.9	11.2
Protylopus_robustus	extinct	42.8	43.8
Protylopus_robustus	extinct	40	42.8
Protylopus_robustus	extinct	40	42.8
Pseudalces_mirandus	extinct	5	5.3
Pseudoceras_skinneri	extinct	10.1	12.1
Pseudoceras_skinneri	extinct	9	12.1
Pseudoceras_skinneri	extinct	10.1	12.1
Pseudoceras_skinneri	extinct	9	10.1
Pseudoceras_skinneri	extinct	7.6	9
Pseudoceras_skinneri	extinct	7.6	9
Pseudoceras_skinneri	extinct	7.6	9
Pseudoceras_skinneri	extinct	6.8	7.6
Pseudodesmatochoerus_hoffmani	extinct	25	27
Pseudoeotragus_seegrabensis	extinct	14.2	16.4
Pseudoeotragus_seegrabensis	extinct	14.2	16.4
Pseudohipparion_curtivallum	extinct	11.7	11.7
Pseudohipparion_curtivallum	extinct	11.7	11.7
Pseudohipparion_curtivallum	extinct	11.7	11.7
Pseudohipparion_curtivallum	extinct	11.9	11.9
Pseudohipparion_curtivallum	extinct	11.9	11.9
Pseudohipparion_curtivallum	extinct	13.65	15.97
Pseudohipparion_curtivallum	extinct	10.3	13.6
Pseudohipparion_curtivallum	extinct	11.7	11.9
Pseudohipparion_curtivallum	extinct	11.7	11.9
Pseudohipparion_gratum	extinct	11.6	11.6
Pseudohipparion_gratum	extinct	11.6	11.6
Pseudohipparion_gratum	extinct	11.7	11.7
Pseudohipparion_gratum	extinct	11.8	11.8
Pseudohipparion_gratum	extinct	11.8	11.8
Pseudohipparion_gratum	extinct	11.8	11.8
Pseudohipparion_gratum	extinct	11.8	11.8
Pseudohipparion_gratum	extinct	11.8	11.8
Pseudohipparion_gratum	extinct	11.8	11.8
Pseudohipparion_gratum	extinct	11.8	11.8
Pseudohipparion_gratum	extinct	11.9	11.9
Pseudohipparion_gratum	extinct	11.9	11.9
Pseudohipparion_gratum	extinct	11.9	11.9
Pseudohipparion_gratum	extinct	11.6	11.9
Pseudohipparion_gratum	extinct	11.6	11.9
Pseudohipparion_gratum	extinct	11.6	11.9
Pseudohipparion_gratum	extinct	11.6	11.9
Pseudohipparion_gratum	extinct	11.6	11.9
Pseudohipparion_gratum	extinct	11.6	11.9
Pseudohipparion_gratum	extinct	11.7	11.9
Pseudohipparion_gratum	extinct	11.7	11.9
Pseudohipparion_gratum	extinct	11.7	11.9
Pseudohipparion_gratum	extinct	11.8	11.9
Pseudohipparion_gratum	extinct	11.8	11.9
Pseudohipparion_gratum	extinct	11.8	11.9
Pseudohipparion_gratum	extinct	11.8	11.9
Pseudohipparion_gratum	extinct	11.8	11.9
Pseudohipparion_gratum	extinct	11.8	11.9
Pseudohipparion_gratum	extinct	11.8	11.9
Pseudohipparion_gratum	extinct	11.8	11.9
Pseudohipparion_hessei	extinct	12.1	12.5
Pseudohipparion_hessei	extinct	12.1	12.5
Pseudohipparion_hessei	extinct	10.1	12.1
Pseudohipparion_hessei	extinct	10.1	12.1
Pseudohipparion_retrusum	extinct	11.7	11.7
Pseudohipparion_retrusum	extinct	11.9	11.9
Pseudohipparion_retrusum	extinct	11.9	11.9
Pseudohipparion_retrusum	extinct	11.9	11.9
Pseudohipparion_retrusum	extinct	12	12
Pseudohipparion_retrusum	extinct	12.3	12.3
Pseudohipparion_retrusum	extinct	12.3	12.3
Pseudohipparion_retrusum	extinct	12.9	12.9
Pseudohipparion_retrusum	extinct	11.8	12.9
Pseudohipparion_retrusum	extinct	12.7	12.9
Pseudohipparion_retrusum	extinct	11.9	12.3
Pseudohipparion_retrusum	extinct	11.9	12.3
Pseudohipparion_retrusum	extinct	11.9	12.3
Pseudohipparion_retrusum	extinct	11.9	12.3
Pseudohipparion_retrusum	extinct	12	12.3
Pseudohipparion_retrusum	extinct	12	12.3
Pseudohipparion_retrusum	extinct	12	12.3
Pseudohipparion_retrusum	extinct	12.2	12.3
Pseudohipparion_retrusum	extinct	12.2	12.3
Pseudohipparion_retrusum	extinct	12.1	12.2
Pseudohipparion_retrusum	extinct	11.9	12
Pseudohipparion_retrusum	extinct	11.9	12
Pseudohipparion_simpsoni	extinct	6.4	8.6
Pseudohipparion_simpsoni	extinct	4.9	7.9
Pseudohipparion_simpsoni	extinct	4.9	7.9
Pseudohipparion_simpsoni	extinct	7.8	7.9
Pseudohipparion_simpsoni	extinct	7.8	7.9
Pseudohipparion_simpsoni	extinct	6.5	6.6
Pseudohipparion_simpsoni	extinct	6.4	6.5
Pseudohipparion_skinneri	extinct	9	12.1
Pseudohipparion_skinneri	extinct	9	10.1
Pseudohipparion_skinneri	extinct	7.6	9
Pseudohipparion_skinneri	extinct	7.6	9
Pseudohipparion_skinneri	extinct	6.8	7.6
Pseudois_nayaur	extant	0.0117	0.7
Pseudolabis_dakotensis	extinct	30	32
Pseudolabis_dakotensis	extinct	30	32
Pseudolabis_dakotensis	extinct	28.1	31.4
Pseudolabis_dakotensis	extinct	28.1	30
Pseudolabis_dakotensis	extinct	28.1	30
Pseudolabis_dakotensis	extinct	28.1	30
Pseudolabis_dakotensis	extinct	23	28.1
Pseudolabis_dakotensis	extinct	19.5	23
Pseudolabis_dakotensis	extinct	19.5	23
Pseudoparablastomeryx_francescita	extinct	12.5	14.8
Pseudoparablastomeryx_francescita	extinct	12.5	14.8
Pseudoprotoceras_longinaris	extinct	34.7	35.7
Pseudoprotoceras_longinaris	extinct	33.7	35.7
Pseudoprotoceras_longinaris	extinct	35.7	36.5
Pseudoprotoceras_longinaris	extinct	35.7	36.5
Pseudoprotoceras_longinaris	extinct	34.7	35.7
Pseudoprotoceras_longinaris	extinct	33.7	34.7
Pseudoprotoceras_minor	extinct	37.2	40.4
Pseudoprotoceras_minor	extinct	37.2	40.4
Pseudoprotoceras_minor	extinct	33.7	37.2
Pseudoprotoceras_minor	extinct	33.7	37.2
Pseudoprotoceras_semicinctus	extinct	36.5	37
Pseudoprotoceras_semicinctus	extinct	34.7	35.7
Pseudoprotoceras_taylori	extinct	33.7	35.7
Punjabitherium_plathyrhinus	extinct	0.6	2.58
Punjabitherium_plathyrhinus	extinct	0.6	2.58
Pygmaetitan_panxianensis	extinct	33.9	37.2
Qatraniodon_parvus	extinct	33.9	37.8
Qianohippus_magicus	extinct	33.9	41.2
Qufutitan_zhoui	extinct	37.8	41.2
Qurliqnoria_cheni	extinct	8.9	9.9
Qurliqnoria_cheni	extinct	9.5	11.2
Rakomeryx_sinclairi	extinct	16	17.5
Rakomeryx_sinclairi	extinct	14.8	16
Rakomeryx_sinclairi	extinct	14.8	16
Rakomeryx_sinclairi	extinct	14.8	16
Rakomeryx_sinclairi	extinct	14.8	16
Rakomeryx_sinclairi	extinct	14.8	16
Rakomeryx_sinclairi	extinct	14.8	16
Rakomeryx_sinclairi	extinct	12.5	14.8
Rakomylus_raki	extinct	14.8	16
Ramoceros_brevicornis	extinct	12.5	14.8
Ramoceros_marthae	extinct	12.5	14.8
Ramoceros_marthae	extinct	10.1	12.1
Ramoceros_osborni	extinct	12.5	14.8
Ramoceros_osborni	extinct	12.5	14.8
Ramoceros_osborni	extinct	12.5	14.8
Ramoceros_osborni	extinct	12.1	12.5
Ramoceros_osborni	extinct	10.1	12.1
Ramoceros_osborni	extinct	12.5	14.8
Ramoceros_palmatus	extinct	10.1	12.1
Ramoceros_ramosus	extinct	10.1	12.1
Ramoceros_ramosus	extinct	14.8	16
Ramoceros_ramosus	extinct	12.5	14.8
Ramoceros_ramosus	extinct	12.5	14.8
Ramoceros_ramosus	extinct	10.1	12.5
Ramoceros_ramosus	extinct	10.1	12.1
Rangifer_tarandus	extant	0.126	0.781
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0.126	0.781
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0.0117	0.781
Rangifer_tarandus	extant	0.0117	0.781
Rangifer_tarandus	extant	0.126	0.781
Rangifer_tarandus	extant	0	0.0117
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0	0.129
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0.126	0.781
Rangifer_tarandus	extant	0	0.129
Rangifer_tarandus	extant	0	0.129
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	1.8	2.6
Rangifer_tarandus	extant	1.8	2.6
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0	0.0117
Rangifer_tarandus	extant	0	0.0117
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0	0.0117
Rangifer_tarandus	extant	0	0.0117
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0	0.0117
Rangifer_tarandus	extant	0	0.0117
Rangifer_tarandus	extant	0	0.0117
Rangifer_tarandus	extant	0	0.0117
Rangifer_tarandus	extant	0	0.0117
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0	0.0117
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0	0.0117
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0	0.0117
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	2	2.675
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0	0.0117
Rangifer_tarandus	extant	0	0.0117
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0	0.0117
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0.0117	0.129
Rangifer_tarandus	extant	0	0.0117
Raphicerus_campestris	extant	0.0117	0.129
Raphicerus_campestris	extant	0	0.0117
Raphicerus_campestris	extant	0.0117	0.129
Raphicerus_campestris	extant	0.056	0.17
Raphicerus_campestris	extant	0	0.0117
Raphicerus_campestris	extant	0.035	0.125
Raphicerus_campestris	extant	0	0.0117
Raphicerus_campestris	extant	0	0.0117
Raphicerus_campestris	extant	0.056	0.074
Raphicerus_campestris	extant	0	0.0117
Raphicerus_campestris	extant	0.0117	0.129
Raphicerus_campestris	extant	0	0.0117
Raphicerus_campestris	extant	0	0.0117
Raphicerus_campestris	extant	0	0.129
Raphicerus_campestris	extant	0	0.0117
Raphicerus_campestris	extant	0	0.0117
Raphicerus_campestris	extant	0	0.0117
Raphicerus_campestris	extant	0.0117	0.129
Raphicerus_campestris	extant	0.0117	0.129
Raphicerus_campestris	extant	0.0117	0.129
Raphicerus_campestris	extant	0.0117	0.129
Raphicerus_campestris	extant	0.0117	0.129
Raphicerus_campestris	extant	0.0117	0.129
Raphicerus_campestris	extant	0	0.0117
Raphicerus_campestris	extant	0	0.0117
Raphicerus_campestris	extant	0	0.0117
Raphicerus_campestris	extant	0	0.0117
Raphicerus_campestris	extant	0	0.0117
Raphicerus_campestris	extant	0.0117	0.129
Raphicerus_campestris	extant	1.706	2.249
Raphicerus_campestris	extant	0	0.0117
Raphicerus_campestris	extant	0	0.0117
Raphicerus_campestris	extant	0	0.0117
Raphicerus_campestris	extant	0	0.0117
Raphicerus_campestris	extant	0	0.0117
Raphicerus_melanotis	extant	0.0117	0.129
Raphicerus_melanotis	extant	0.035	0.125
Raphicerus_melanotis	extant	0.056	0.074
Raphicerus_melanotis	extant	0	0.0117
Raphicerus_melanotis	extant	0	0.0117
Raphicerus_melanotis	extant	0	0.0117
Raphicerus_paralius	extinct	5.15	5.15
Raphicerus_paralius	extinct	1.81	2.59
Redunca_ambae	extinct	5.2	5.2
Redunca_ambae	extinct	5.2	5.2
Redunca_ambae	extinct	5.2	5.2
Redunca_arundinum	extant	0.0117	0.129
Redunca_arundinum	extant	0.8	1.8
Redunca_arundinum	extant	2.53	2.91
Redunca_arundinum	extant	2.014	2.65
Redunca_arundinum	extant	1.8	2.248
Redunca_darti	extinct	1.81	2.59
Redunca_darti	extinct	1.81	2.59
Redunca_darti	extinct	1.81	2.59
Redunca_darti	extinct	2.014	2.65
Redunca_darti	extinct	5.3	7.1
Redunca_fulvorufula	extant	0	0.0117
Redunca_fulvorufula	extant	0.04	0.04
Redunca_fulvorufula	extant	0.056	0.17
Redunca_fulvorufula	extant	0	0.0117
Redunca_fulvorufula	extant	0.035	0.125
Redunca_fulvorufula	extant	0.056	0.074
Redunca_fulvorufula	extant	0	0.0117
Redunca_fulvorufula	extant	0	0.0117
Redunca_fulvorufula	extant	0.0117	0.129
Redunca_fulvorufula	extant	0.0117	0.129
Redunca_fulvorufula	extant	0.0117	0.129
Redunca_fulvorufula	extant	0.0117	0.129
Redunca_fulvorufula	extant	0.0117	0.129
Redunca_fulvorufula	extant	0.0117	0.129
Redunca_fulvorufula	extant	0.0117	0.129
Redunca_fulvorufula	extant	2.6	3.6
Redunca_fulvorufula	extant	0	0.0117
Redunca_fulvorufula	extant	0.0117	0.129
Redunca_fulvorufula	extant	0	0.0117
Redunca_fulvorufula	extant	0	0.0117
Redunca_fulvorufula	extant	0	0.0117
Redunca_fulvorufula	extant	0	0.0117
Redunca_fulvorufula	extant	0	0.0117
Redunca_fulvorufula	extant	0	0.0117
Redunca_fulvorufula	extant	0	0.0117
Redunca_redunca	extant	0	0.0117
Redunca_redunca	extant	0	0.0117
Redunca_redunca	extant	0	0.0117
Redunca_redunca	extant	0	0.02
Redunca_redunca	extant	0	0.0117
Redunca_redunca	extant	0.0117	0.781
Redunca_redunca	extant	0	0.0117
Redunca_redunca	extant	0	0.0117
Redunca_redunca	extant	0.00117	0.04
Redunca_redunca	extant	0	0.0117
Redunca_redunca	extant	0	0.0117
Redunca_redunca	extant	0	0.0117
Redunca_redunca	extant	0	0.0117
Rhinoceros_sondaicus	extant	0.9	0.9
Rhinoceros_sondaicus	extant	0	0.01
Rhinoceros_sondaicus	extant	0	0.01
Rhinoceros_sondaicus	extant	0	0.01
Rhinoceros_sondaicus	extant	0.01	0.02
Rhinoceros_sondaicus	extant	0.06	0.07
Rhinoceros_sondaicus	extant	0.01	0.12
Rhinoceros_sondaicus	extant	0.06	0.12
Rhinoceros_sondaicus	extant	0.01	0.13
Rhinoceros_sondaicus	extant	0.12	0.77
Rhinoceros_sondaicus	extant	0.12	0.77
Rhinoceros_sondaicus	extant	0.12	0.77
Rhinoceros_sondaicus	extant	0.12	0.77
Rhinoceros_sondaicus	extant	0.13	0.78
Rhinoceros_sondaicus	extant	0.7	0.8
Rhinoceros_sondaicus	extant	0.6	1.3
Rhinoceros_sondaicus	extant	0.01	1.95
Rhinoceros_sondaicus	extant	0.78	2.59
Rhinoceros_sondaicus	extant	0.78	2.59
Rhinoceros_sondaicus	extant	0.78	2.59
Rhinoceros_sondaicus	extant	1.8	2.6
Rhinoceros_sondaicus	extant	1.5	3
Rhinotitan_andrewsi	extinct	37.2	48.6
Rhinotitan_kaiseni	extinct	37.2	48.6
Rhynchotherium_falconeri	extinct	1.9	2.5
Rhynchotherium_falconeri	extinct	1.9	2.5
Rhynchotherium_tlascalae	extinct	7.6	9
Rhynchotherium_tlascalae	extinct	7.6	9
Rhynchotherium_tlascalae	extinct	5.9	6.8
Rhynchotherium_tlascalae	extinct	4.9	5.9
Rhynchotherium_tlascalae	extinct	4.9	5.9
Rhynchotherium_tlascalae	extinct	4.9	5.9
Rhynchotherium_tlascalae	extinct	1.9	2.5
Ronzotherium_brevirostre	extinct	33.4	37.1
Ronzotherium_brevirostre	extinct	33.4	37.1
Ronzotherium_filholi	extinct	28	28.5
Ronzotherium_filholi	extinct	28.9	30.4
Ronzotherium_filholi	extinct	27	30.4
Ronzotherium_filholi	extinct	27	30.4
Ronzotherium_filholi	extinct	30.4	31.9
Ronzotherium_filholi	extinct	30.4	33.4
Ronzotherium_filholi	extinct	30.4	33.4
Ronzotherium_filholi	extinct	30.4	33.4
Ronzotherium_kochi	extinct	30.4	31.9
Ronzotherium_kochi	extinct	30.4	31.9
Ronzotherium_romani	extinct	21.66	24.5
Ronzotherium_romani	extinct	24.5	25.3
Ronzotherium_romani	extinct	24.5	25.3
Ronzotherium_romani	extinct	24.5	25.3
Ronzotherium_romani	extinct	25.3	26
Ronzotherium_romani	extinct	25.3	26
Ronzotherium_romani	extinct	26	27
Ronzotherium_romani	extinct	27	28
Ronzotherium_romani	extinct	27	28
Ronzotherium_romani	extinct	27	28
Ronzotherium_romani	extinct	28	28.5
Ronzotherium_romani	extinct	28	28.5
Ronzotherium_romani	extinct	28.5	28.9
Ronzotherium_romani	extinct	28.5	28.9
Ronzotherium_romani	extinct	28.5	28.9
Ronzotherium_romani	extinct	28.5	28.9
Ronzotherium_romani	extinct	28	28.9
Ronzotherium_romani	extinct	28	28.9
Ronzotherium_romani	extinct	28	30.4
Ronzotherium_velaunum	extinct	31.9	33.4
Ronzotherium_velaunum	extinct	31.9	33.4
Ronzotherium_velaunum	extinct	31.9	33.4
Rostriamynodon_grangeri	extinct	33.9	37.2
Rucervus_duvaucelii	extant	0.6	1.3
Rucervus_duvaucelii	extant	0.0117	0.126
Rucervus_duvaucelii	extant	0.048	0.236
Rucervus_duvaucelii	extant	0.6	1.3
Rucervus_simplicidens	extinct	0.63	2
