fraction,tree,extinction,estimate,mape
0.25,tree.492,high,mape.mean,170.18454163393656
0.25,tree.492,high,mape.median,180.42473152917177
0.25,tree.492,high,mape.mean.new,192.94676042889182
0.25,tree.492,high,mape.median.new,216.46503072744778
0.25,tree.493,high,mape.incomplete,189.85975885001443
0.25,tree.493,high,mape.mean,62.479704020663284
0.25,tree.493,high,mape.median,49.457432893901895
0.25,tree.493,high,mape.mean.new,38.33555322324834
0.25,tree.493,high,mape.median.new,42.473725749551775
0.25,tree.494,high,mape.incomplete,116.62919129014493
0.25,tree.494,high,mape.mean,49.640031441907986
0.25,tree.494,high,mape.median,41.86240165351593
0.25,tree.494,high,mape.mean.new,38.17109815949672
0.25,tree.494,high,mape.median.new,47.24891896430879
0.25,tree.495,high,mape.incomplete,891.7808808478469
0.25,tree.495,high,mape.mean,160.28226803278187
0.25,tree.495,high,mape.median,130.76891866392418
0.25,tree.495,high,mape.mean.new,79.59754063471668
0.25,tree.495,high,mape.median.new,73.24854730828766
0.25,tree.496,high,mape.incomplete,248.59474810344832
0.25,tree.496,high,mape.mean,68.4615752775223
0.25,tree.496,high,mape.median,57.07117130346299
0.25,tree.496,high,mape.mean.new,55.79856865690104
0.25,tree.496,high,mape.median.new,75.68633573256656
0.25,tree.497,high,mape.incomplete,560.0254019551205
0.25,tree.497,high,mape.mean,299.53674842623445
0.25,tree.497,high,mape.median,298.3058656327035
0.25,tree.497,high,mape.mean.new,342.35075428009327
0.25,tree.497,high,mape.median.new,434.085226176106
0.25,tree.498,high,mape.incomplete,247.3884892821835
0.25,tree.498,high,mape.mean,86.12305976600035
0.25,tree.498,high,mape.median,70.62882566266597
0.25,tree.498,high,mape.mean.new,56.263687915827774
0.25,tree.498,high,mape.median.new,49.41998530511584
0.25,tree.499,high,mape.incomplete,177.2754691024099
0.25,tree.499,high,mape.mean,90.50880882581711
0.25,tree.499,high,mape.median,75.3575425000382
0.25,tree.499,high,mape.mean.new,72.14772573266328
0.25,tree.499,high,mape.median.new,50.35300107499954
0.25,tree.5,high,mape.incomplete,184.736593274428
0.25,tree.5,high,mape.mean,70.13711936719335
0.25,tree.5,high,mape.median,60.88970218347597
0.25,tree.5,high,mape.mean.new,54.96691640699885
0.25,tree.5,high,mape.median.new,58.77415676609324
0.25,tree.50,high,mape.incomplete,359.5443606682804
0.25,tree.50,high,mape.mean,147.2142070851128
0.25,tree.50,high,mape.median,132.56887043610092
0.25,tree.50,high,mape.mean.new,133.60990638139788
0.25,tree.50,high,mape.median.new,153.34064143550833
0.25,tree.500,high,mape.incomplete,166.95397494995552
0.25,tree.500,high,mape.mean,60.474933053425616
0.25,tree.500,high,mape.median,55.66412748615277
0.25,tree.500,high,mape.mean.new,55.45402443589636
0.25,tree.500,high,mape.median.new,67.21300677761975
0.25,tree.501,high,mape.incomplete,141.39114062289084
0.25,tree.501,high,mape.mean,86.36957814256564
0.25,tree.501,high,mape.median,87.58428776587162
0.25,tree.501,high,mape.mean.new,90.64247533738909
0.25,tree.501,high,mape.median.new,108.3952431558482
0.25,tree.502,high,mape.incomplete,373.88538145374224
0.25,tree.502,high,mape.mean,95.25330258309283
0.25,tree.502,high,mape.median,77.3402613714791
0.25,tree.502,high,mape.mean.new,53.810426156949084
0.25,tree.502,high,mape.median.new,51.42783120370061
0.25,tree.503,high,mape.incomplete,253.10984560594216
0.25,tree.503,high,mape.mean,113.29304632198433
0.25,tree.503,high,mape.median,96.56841737493778
0.25,tree.503,high,mape.mean.new,88.92556952375011
0.25,tree.503,high,mape.median.new,74.96182839426604
0.25,tree.504,high,mape.incomplete,194.27510547860354
0.25,tree.504,high,mape.mean,89.44839054610988
0.25,tree.504,high,mape.median,87.3040758310783
0.25,tree.504,high,mape.mean.new,80.77769199441934
0.25,tree.504,high,mape.median.new,86.77611703791557
0.25,tree.505,high,mape.incomplete,250.70942460909126
0.25,tree.505,high,mape.mean,81.62120801564848
0.25,tree.505,high,mape.median,70.96682542920144
0.25,tree.505,high,mape.mean.new,62.20122551379755
0.25,tree.505,high,mape.median.new,62.51396853472633
0.25,tree.506,high,mape.incomplete,175.32351759093925
0.25,tree.506,high,mape.mean,79.94900724454232
0.25,tree.506,high,mape.median,77.62344355595954
0.25,tree.506,high,mape.mean.new,84.17004039455918
0.25,tree.506,high,mape.median.new,104.57782842395447
0.25,tree.507,high,mape.incomplete,307.5434762247991
0.25,tree.507,high,mape.mean,90.14485505702233
0.25,tree.507,high,mape.median,76.19437826421218
0.25,tree.507,high,mape.mean.new,56.369840910620596
0.25,tree.507,high,mape.median.new,57.06258335423535
0.25,tree.508,high,mape.incomplete,110.77350953925198
0.25,tree.508,high,mape.mean,57.17690752586194
0.25,tree.508,high,mape.median,53.098225824998124
0.25,tree.508,high,mape.mean.new,52.01522653342663
0.25,tree.508,high,mape.median.new,60.460889882405986
0.25,tree.509,high,mape.incomplete,75.22393616728212
0.25,tree.509,high,mape.mean,48.13214363593112
0.25,tree.509,high,mape.median,40.80876762486124
0.25,tree.509,high,mape.mean.new,37.06899039260118
0.25,tree.509,high,mape.median.new,42.19793532981211
0.25,tree.51,high,mape.incomplete,405.6037918610683
0.25,tree.51,high,mape.mean,192.75778558715805
0.25,tree.51,high,mape.median,208.70334208213313
0.25,tree.51,high,mape.mean.new,209.081799981357
0.25,tree.51,high,mape.median.new,216.04525858284106
0.25,tree.510,high,mape.incomplete,245.23637931618381
0.25,tree.510,high,mape.mean,109.75587645991362
0.25,tree.510,high,mape.median,92.86864538323604
0.25,tree.510,high,mape.mean.new,92.93353575935473
0.25,tree.510,high,mape.median.new,75.26281018788478
0.25,tree.511,high,mape.incomplete,121.49415108850323
0.25,tree.511,high,mape.mean,63.723555708608274
0.25,tree.511,high,mape.median,54.933639561979064
0.25,tree.511,high,mape.mean.new,52.89378948475996
0.25,tree.511,high,mape.median.new,51.419763069077405
0.25,tree.512,high,mape.incomplete,331.9704994929265
0.25,tree.512,high,mape.mean,85.05006592273652
0.25,tree.512,high,mape.median,75.72808654670044
0.25,tree.512,high,mape.mean.new,63.94651586366488
0.25,tree.512,high,mape.median.new,79.77614567986502
0.25,tree.513,high,mape.incomplete,326.74041099316486
0.25,tree.513,high,mape.mean,114.79072472707132
0.25,tree.513,high,mape.median,101.01185306588378
0.25,tree.513,high,mape.mean.new,97.8335353424036
0.25,tree.513,high,mape.median.new,117.35372478018675
0.25,tree.514,high,mape.incomplete,319.6603434686264
0.25,tree.514,high,mape.mean,103.90924371913994
0.25,tree.514,high,mape.median,85.8335087126663
0.25,tree.514,high,mape.mean.new,68.71600293522846
0.25,tree.514,high,mape.median.new,89.74372041800753
0.25,tree.515,high,mape.incomplete,219.20300382572213
0.25,tree.515,high,mape.mean,78.11240687948323
0.25,tree.515,high,mape.median,62.32079984382367
0.25,tree.515,high,mape.mean.new,48.2960846357464
0.25,tree.515,high,mape.median.new,47.85152595957149
0.25,tree.516,high,mape.incomplete,326.53806560454456
0.25,tree.516,high,mape.mean,121.68609940042849
0.25,tree.516,high,mape.median,95.74302597971385
0.25,tree.516,high,mape.mean.new,78.92673386918311
0.25,tree.516,high,mape.median.new,34.98063320724161
0.25,tree.517,high,mape.incomplete,321.8925230939073
0.25,tree.517,high,mape.mean,139.39344509276566
0.25,tree.517,high,mape.median,129.91171530178096
0.25,tree.517,high,mape.mean.new,119.67164171494305
0.25,tree.517,high,mape.median.new,124.40300385465261
0.25,tree.518,high,mape.incomplete,276.2971876152984
0.25,tree.518,high,mape.mean,107.66035348535684
0.25,tree.518,high,mape.median,89.45099514632157
0.25,tree.518,high,mape.mean.new,84.55825829018809
0.25,tree.518,high,mape.median.new,82.00023193825997
0.25,tree.519,high,mape.incomplete,335.41939678368584
0.25,tree.519,high,mape.mean,102.89599962398546
0.25,tree.519,high,mape.median,97.92579225529747
0.25,tree.519,high,mape.mean.new,91.108729759139635
0.25,tree.519,high,mape.median.new,94.96273014791406
0.25,tree.52,high,mape.incomplete,617.5606447005895
0.25,tree.52,high,mape.mean,389.8121805278313
0.25,tree.52,high,mape.median,431.84353392538554
0.25,tree.52,high,mape.mean.new,491.2422840950298
0.25,tree.52,high,mape.median.new,549.5601874136396
0.25,tree.520,high,mape.incomplete,263.2693857199261
0.25,tree.520,high,mape.mean,115.44040728450086
0.25,tree.520,high,mape.median,98.90262261674674
0.25,tree.520,high,mape.mean.new,95.88251922516827
0.25,tree.520,high,mape.median.new,96.87578806737798
0.25,tree.521,high,mape.incomplete,130.99756222994262
0.25,tree.521,high,mape.mean,75.5590018690035
0.25,tree.521,high,mape.median,67.48633937218497
0.25,tree.521,high,mape.mean.new,67.90360620128149
0.25,tree.521,high,mape.median.new,75.00945079042897
0.25,tree.522,high,mape.incomplete,156.50380920079897
0.25,tree.522,high,mape.mean,70.83539928812937
0.25,tree.522,high,mape.median,62.11141229899182
0.25,tree.522,high,mape.mean.new,59.732959935132556
0.25,tree.522,high,mape.median.new,64.4321769756721
0.25,tree.523,high,mape.incomplete,341.1119948395012
0.25,tree.523,high,mape.mean,133.4370846383356
0.25,tree.523,high,mape.median,115.5247113976783
0.25,tree.523,high,mape.mean.new,113.59442321141633
0.25,tree.523,high,mape.median.new,76.37569363733768
0.25,tree.524,high,mape.incomplete,1288.6763779250382
0.25,tree.524,high,mape.mean,286.57245886496526
0.25,tree.524,high,mape.median,218.588389464138
0.25,tree.524,high,mape.mean.new,105.75789525119153
0.25,tree.524,high,mape.median.new,62.47135399041307
0.25,tree.525,high,mape.incomplete,427.1110905260004
0.25,tree.525,high,mape.mean,148.337245567109
0.25,tree.525,high,mape.median,130.35385840713957
0.25,tree.525,high,mape.mean.new,137.72013603107314
0.25,tree.525,high,mape.median.new,199.94467010104242
0.25,tree.526,high,mape.incomplete,276.0835671742487
0.25,tree.526,high,mape.mean,77.74409156440872
0.25,tree.526,high,mape.median,67.81747250694008
0.25,tree.526,high,mape.mean.new,63.572051274551214
0.25,tree.526,high,mape.median.new,72.72173767868938
0.25,tree.527,high,mape.incomplete,337.29464817499763
0.25,tree.527,high,mape.mean,105.74351467517135
0.25,tree.527,high,mape.median,86.21829364050933
0.25,tree.527,high,mape.mean.new,81.47780466307327
0.25,tree.527,high,mape.median.new,57.16050351115515
0.25,tree.528,high,mape.incomplete,253.45042937038954
0.25,tree.528,high,mape.mean,82.6977835127086
0.25,tree.528,high,mape.median,66.1400064068464
0.25,tree.528,high,mape.mean.new,54.20582322055737
0.25,tree.528,high,mape.median.new,72.32580013504999
0.25,tree.529,high,mape.incomplete,603.9323943103802
0.25,tree.529,high,mape.mean,298.75527011946986
0.25,tree.529,high,mape.median,296.8377058621518
0.25,tree.529,high,mape.mean.new,324.5306861361717
0.25,tree.529,high,mape.median.new,352.53595432220175
0.25,tree.53,high,mape.incomplete,116.96827839140059
0.25,tree.53,high,mape.mean,59.30079279142081
0.25,tree.53,high,mape.median,48.01484095229771
0.25,tree.53,high,mape.mean.new,46.08151586464135
0.25,tree.53,high,mape.median.new,45.62798407809827
0.25,tree.530,high,mape.incomplete,232.0090283625552
0.25,tree.530,high,mape.mean,118.90545284859971
0.25,tree.530,high,mape.median,114.93817924126621
0.25,tree.530,high,mape.mean.new,131.17926400068862
0.25,tree.530,high,mape.median.new,165.7549895111697
0.25,tree.531,high,mape.incomplete,691.4476177919745
0.25,tree.531,high,mape.mean,377.0460859347534
0.25,tree.531,high,mape.median,368.9551054398549
0.25,tree.531,high,mape.mean.new,428.61717779880195
0.25,tree.531,high,mape.median.new,571.9453285313522
0.25,tree.532,high,mape.incomplete,255.6778433367804
0.25,tree.532,high,mape.mean,98.15927564522198
0.25,tree.532,high,mape.median,89.01590865362598
0.25,tree.532,high,mape.mean.new,93.86260597543313
0.25,tree.532,high,mape.median.new,128.01533009685423
0.25,tree.533,high,mape.incomplete,290.61155844958836
0.25,tree.533,high,mape.mean,108.09554596780555
0.25,tree.533,high,mape.median,103.40573948950362
0.25,tree.533,high,mape.mean.new,101.55740237081139
0.25,tree.533,high,mape.median.new,112.80991686885689
0.25,tree.534,high,mape.incomplete,474.1364646196667
0.25,tree.534,high,mape.mean,169.82130706138986
0.25,tree.534,high,mape.median,140.3860586594529
0.25,tree.534,high,mape.mean.new,120.70221869158352
0.25,tree.534,high,mape.median.new,83.2010792586605
0.25,tree.535,high,mape.incomplete,137.20585930432227
0.25,tree.535,high,mape.mean,55.39283681785437
0.25,tree.535,high,mape.median,46.53598607330381
0.25,tree.535,high,mape.mean.new,35.15960561787331
0.25,tree.535,high,mape.median.new,43.221860046257184
0.25,tree.536,high,mape.incomplete,184.86963827542607
0.25,tree.536,high,mape.mean,67.70422458363583
0.25,tree.536,high,mape.median,62.327186486047346
0.25,tree.536,high,mape.mean.new,62.14937202980102
0.25,tree.536,high,mape.median.new,82.62653574615419
0.25,tree.537,high,mape.incomplete,224.92572786966605
0.25,tree.537,high,mape.mean,69.21429356104056
0.25,tree.537,high,mape.median,56.584511900821155
0.25,tree.537,high,mape.mean.new,50.74243633477593
0.25,tree.537,high,mape.median.new,52.074802504215754
0.25,tree.538,high,mape.incomplete,346.3762509610813
0.25,tree.538,high,mape.mean,131.00226494532865
0.25,tree.538,high,mape.median,114.0211018817433
0.25,tree.538,high,mape.mean.new,108.70067603511092
0.25,tree.538,high,mape.median.new,140.47786079580348
0.25,tree.539,high,mape.incomplete,261.556656739434
0.25,tree.539,high,mape.mean,93.10412402299063
0.25,tree.539,high,mape.median,74.07342213429484
0.25,tree.539,high,mape.mean.new,60.671846991455055
0.25,tree.539,high,mape.median.new,66.20729210996201
0.25,tree.54,high,mape.incomplete,346.5161753427009
0.25,tree.54,high,mape.mean,79.0347557166771
0.25,tree.54,high,mape.median,63.12958078340621
0.25,tree.54,high,mape.mean.new,51.27261541204193
0.25,tree.54,high,mape.median.new,70.52378474055742
0.25,tree.540,high,mape.incomplete,739.4073055929439
0.25,tree.540,high,mape.mean,374.7622924766539
0.25,tree.540,high,mape.median,369.93552872123195
0.25,tree.540,high,mape.mean.new,414.12633150139646
0.25,tree.540,high,mape.median.new,519.6144153325451
0.25,tree.541,high,mape.incomplete,719.6819962055481
0.25,tree.541,high,mape.mean,324.4658190508594
0.25,tree.541,high,mape.median,278.2825512309664
0.25,tree.541,high,mape.mean.new,274.6769141969156
0.25,tree.541,high,mape.median.new,86.113633781076
0.25,tree.542,high,mape.incomplete,162.16146780419956
0.25,tree.542,high,mape.mean,70.60086688824549
0.25,tree.542,high,mape.median,58.70139654483999
0.25,tree.542,high,mape.mean.new,51.80591069512356
0.25,tree.542,high,mape.median.new,44.013850534984776
0.25,tree.543,high,mape.incomplete,164.9204682668368
0.25,tree.543,high,mape.mean,80.5933016764193
0.25,tree.543,high,mape.median,72.19300359312409
0.25,tree.543,high,mape.mean.new,72.24395958342924
0.25,tree.543,high,mape.median.new,76.54920706847996
0.25,tree.544,high,mape.incomplete,101.00538921469115
0.25,tree.544,high,mape.mean,48.496508735621276
0.25,tree.544,high,mape.median,44.52274598007856
0.25,tree.544,high,mape.mean.new,48.98418967253521
0.25,tree.544,high,mape.median.new,63.591091358354966
0.25,tree.545,high,mape.incomplete,239.30729941176327
0.25,tree.545,high,mape.mean,124.5157546984473
0.25,tree.545,high,mape.median,123.48946048133193
0.25,tree.545,high,mape.mean.new,123.0449598054448
0.25,tree.545,high,mape.median.new,128.6853007922517
0.25,tree.546,high,mape.incomplete,166.31619852846651
0.25,tree.546,high,mape.mean,72.18239467908222
0.25,tree.546,high,mape.median,67.01858090572557
0.25,tree.546,high,mape.mean.new,67.3602696770488
0.25,tree.546,high,mape.median.new,76.269796246568
0.25,tree.547,high,mape.incomplete,1702.4030824768395
0.25,tree.547,high,mape.mean,1003.9915111606991
0.25,tree.547,high,mape.median,1022.4612139816461
0.25,tree.547,high,mape.mean.new,1220.8673190253612
0.25,tree.547,high,mape.median.new,1635.7332312277322
0.25,tree.548,high,mape.incomplete,132.00254355053954
0.25,tree.548,high,mape.mean,63.851961623625606
0.25,tree.548,high,mape.median,54.78283766503663
0.25,tree.548,high,mape.mean.new,51.06979670652406
0.25,tree.548,high,mape.median.new,67.49768394264528
0.25,tree.549,high,mape.incomplete,684.3292219743025
0.25,tree.549,high,mape.mean,114.74667767250845
0.25,tree.549,high,mape.median,90.9716637072509
0.25,tree.549,high,mape.mean.new,48.303830426423
0.25,tree.549,high,mape.median.new,43.40469074028505
0.25,tree.55,high,mape.incomplete,183.00086657975808
0.25,tree.55,high,mape.mean,50.53820527148807
0.25,tree.55,high,mape.median,39.26497833269258
0.25,tree.55,high,mape.mean.new,30.304880816794892
0.25,tree.55,high,mape.median.new,34.38558369189531
0.25,tree.550,high,mape.incomplete,210.39256115676238
0.25,tree.550,high,mape.mean,80.04990506045151
0.25,tree.550,high,mape.median,67.40261070909568
0.25,tree.550,high,mape.mean.new,58.816287914225065
0.25,tree.550,high,mape.median.new,50.165091710329065
0.25,tree.551,high,mape.incomplete,170.27949945608862
0.25,tree.551,high,mape.mean,74.21747525527256
0.25,tree.551,high,mape.median,70.95159565073548
0.25,tree.551,high,mape.mean.new,69.89523378965877
0.25,tree.551,high,mape.median.new,79.1170403606765
0.25,tree.552,high,mape.incomplete,639.0762105658669
0.25,tree.552,high,mape.mean,303.07344004630045
0.25,tree.552,high,mape.median,272.6816579375523
0.25,tree.552,high,mape.mean.new,287.0804188008016
0.25,tree.552,high,mape.median.new,363.90836654042397
0.25,tree.553,high,mape.incomplete,193.39037159555062
0.25,tree.553,high,mape.mean,103.87586859741778
0.25,tree.553,high,mape.median,103.9099155176909
0.25,tree.553,high,mape.mean.new,110.69992313202081
0.25,tree.553,high,mape.median.new,129.99354418283667
0.25,tree.554,high,mape.incomplete,187.8196439558537
0.25,tree.554,high,mape.mean,91.77879107092916
0.25,tree.554,high,mape.median,81.77645757140527
0.25,tree.554,high,mape.mean.new,83.27253805282896
0.25,tree.554,high,mape.median.new,94.97711553041019
0.25,tree.555,high,mape.incomplete,147.77427875140262
0.25,tree.555,high,mape.mean,99.80199319255433
0.25,tree.555,high,mape.median,95.7701547238023
0.25,tree.555,high,mape.mean.new,105.63372619672178
0.25,tree.555,high,mape.median.new,129.88594638498597
0.25,tree.556,high,mape.incomplete,312.2515655607886
0.25,tree.556,high,mape.mean,90.6298732726242
0.25,tree.556,high,mape.median,76.13118093391414
0.25,tree.556,high,mape.mean.new,59.80505449389839
0.25,tree.556,high,mape.median.new,72.71120716197689
0.25,tree.557,high,mape.incomplete,179.64633854167698
0.25,tree.557,high,mape.mean,81.92555067044648
0.25,tree.557,high,mape.median,69.84624043492728
0.25,tree.557,high,mape.mean.new,62.87856917477795
0.25,tree.557,high,mape.median.new,67.56949500900923
0.25,tree.558,high,mape.incomplete,259.73828140406636
0.25,tree.558,high,mape.mean,114.83379879966868
0.25,tree.558,high,mape.median,97.879743096407
0.25,tree.558,high,mape.mean.new,93.47260509510835
0.25,tree.558,high,mape.median.new,71.5157666109873
0.25,tree.559,high,mape.incomplete,166.5957464010501
0.25,tree.559,high,mape.mean,90.5888780510582
0.25,tree.559,high,mape.median,80.75564109348367
0.25,tree.559,high,mape.mean.new,84.3227622329697
0.25,tree.559,high,mape.median.new,101.01714632957972
0.25,tree.56,high,mape.incomplete,225.8778414997042
0.25,tree.56,high,mape.mean,96.7043928950068
0.25,tree.56,high,mape.median,79.67738193011587
0.25,tree.56,high,mape.mean.new,72.85185031638926
0.25,tree.56,high,mape.median.new,58.174816948134264
0.25,tree.560,high,mape.incomplete,367.26722232623274
0.25,tree.560,high,mape.mean,178.95299326087758
0.25,tree.560,high,mape.median,165.76300673349667
0.25,tree.560,high,mape.mean.new,189.1734075767068
0.25,tree.560,high,mape.median.new,277.6942354111395
0.25,tree.561,high,mape.incomplete,130.80736620781448
0.25,tree.561,high,mape.mean,53.88718422146728
0.25,tree.561,high,mape.median,44.852178001385774
0.25,tree.561,high,mape.mean.new,43.53253697373619
0.25,tree.561,high,mape.median.new,58.66204377540839
0.25,tree.562,high,mape.incomplete,183.30287767033394
0.25,tree.562,high,mape.mean,85.53832377811172
0.25,tree.562,high,mape.median,76.37154042430637
0.25,tree.562,high,mape.mean.new,78.1404431179097
0.25,tree.562,high,mape.median.new,100.57049858489253
0.25,tree.563,high,mape.incomplete,5550.666253039008
0.25,tree.563,high,mape.mean,2237.856250565877
0.25,tree.563,high,mape.median,1816.628820127857
0.25,tree.563,high,mape.mean.new,1690.9602061848632
0.25,tree.563,high,mape.median.new,67.6317366375836
0.25,tree.564,high,mape.incomplete,280.62212009394926
0.25,tree.564,high,mape.mean,92.9547585830433
0.25,tree.564,high,mape.median,80.6297340555947
0.25,tree.564,high,mape.mean.new,79.00792556702903
0.25,tree.564,high,mape.median.new,81.26306283791068
0.25,tree.565,high,mape.incomplete,93.07473895896807
0.25,tree.565,high,mape.mean,45.26022879616768
0.25,tree.565,high,mape.median,35.08496010944563
0.25,tree.565,high,mape.mean.new,31.59049898078817
0.25,tree.565,high,mape.median.new,31.496480705058428
0.25,tree.566,high,mape.incomplete,396.28109480677296
0.25,tree.566,high,mape.mean,215.7729172105473
0.25,tree.566,high,mape.median,201.64212699380295
0.25,tree.566,high,mape.mean.new,218.1736306330448
0.25,tree.566,high,mape.median.new,256.49501942262594
0.25,tree.567,high,mape.incomplete,157.35654522304725
0.25,tree.567,high,mape.mean,82.85204626674923
0.25,tree.567,high,mape.median,74.4668708622967
0.25,tree.567,high,mape.mean.new,75.05270524960615
0.25,tree.567,high,mape.median.new,87.19015744702273
0.25,tree.568,high,mape.incomplete,284.10151815037153
0.25,tree.568,high,mape.mean,115.63280974827481
0.25,tree.568,high,mape.median,110.43520224988896
0.25,tree.568,high,mape.mean.new,107.91277574706446
0.25,tree.568,high,mape.median.new,110.7463747536193
0.25,tree.569,high,mape.incomplete,303.466549967121
0.25,tree.569,high,mape.mean,102.54634205496392
0.25,tree.569,high,mape.median,84.30061709367543
0.25,tree.569,high,mape.mean.new,69.07063252732715
0.25,tree.569,high,mape.median.new,64.05834020848232
0.25,tree.57,high,mape.incomplete,542.1063291178903
0.25,tree.57,high,mape.mean,305.08344960864036
0.25,tree.57,high,mape.median,288.3486858753637
0.25,tree.57,high,mape.mean.new,330.6057676160873
0.25,tree.57,high,mape.median.new,490.8405895509593
0.25,tree.570,high,mape.incomplete,5684.030760038402
0.25,tree.570,high,mape.mean,1331.5709821227533
0.25,tree.570,high,mape.median,987.3371655236405
0.25,tree.570,high,mape.mean.new,409.46715809848325
0.25,tree.570,high,mape.median.new,81.7040615805538
0.25,tree.571,high,mape.incomplete,639.6935397696517
0.25,tree.571,high,mape.mean,198.56095780949923
0.25,tree.571,high,mape.median,184.27104333491036
0.25,tree.571,high,mape.mean.new,189.8327343058409
0.25,tree.571,high,mape.median.new,206.05318497678704
0.25,tree.572,high,mape.incomplete,138.9193311563431
0.25,tree.572,high,mape.mean,59.78347438496817
0.25,tree.572,high,mape.median,52.862728310114925
0.25,tree.572,high,mape.mean.new,52.32239960973711
0.25,tree.572,high,mape.median.new,64.56636233428654
0.25,tree.573,high,mape.incomplete,388.5691716425901
0.25,tree.573,high,mape.mean,140.85772440678517
0.25,tree.573,high,mape.median,117.21831792360598
0.25,tree.573,high,mape.mean.new,107.54990555241505
0.25,tree.573,high,mape.median.new,103.24777600761641
0.25,tree.574,high,mape.incomplete,940.9270941648726
0.25,tree.574,high,mape.mean,649.5349296850106
0.25,tree.574,high,mape.median,803.0438717873776
0.25,tree.574,high,mape.mean.new,826.0401971982285
0.25,tree.574,high,mape.median.new,854.5110685276267
0.25,tree.575,high,mape.incomplete,653.1948873236138
0.25,tree.575,high,mape.mean,176.57313111183294
0.25,tree.575,high,mape.median,149.56027364704468
0.25,tree.575,high,mape.mean.new,123.63142826963485
0.25,tree.575,high,mape.median.new,124.13500535190335
0.25,tree.576,high,mape.incomplete,93.86345830919302
0.25,tree.576,high,mape.mean,50.578134483026375
0.25,tree.576,high,mape.median,42.42214368657907
0.25,tree.576,high,mape.mean.new,40.217596880727555
0.25,tree.576,high,mape.median.new,46.44565452491059
0.25,tree.577,high,mape.incomplete,161.5974327508434
0.25,tree.577,high,mape.mean,63.08409524989958
0.25,tree.577,high,mape.median,55.01825258047121
0.25,tree.577,high,mape.mean.new,56.25729073203365
0.25,tree.577,high,mape.median.new,64.11796337501514
0.25,tree.578,high,mape.incomplete,195.66585705446772
0.25,tree.578,high,mape.mean,89.97403506194695
0.25,tree.578,high,mape.median,80.23394234676994
0.25,tree.578,high,mape.mean.new,84.12399662291934
0.25,tree.578,high,mape.median.new,85.78452755660727
0.25,tree.579,high,mape.incomplete,302.44916594860854
0.25,tree.579,high,mape.mean,126.91783958541889
0.25,tree.579,high,mape.median,108.32507489132253
0.25,tree.579,high,mape.mean.new,108.92762853296527
0.25,tree.579,high,mape.median.new,74.46699354899692
0.25,tree.58,high,mape.incomplete,154.8569341256168
0.25,tree.58,high,mape.mean,70.79093616483718
0.25,tree.58,high,mape.median,62.961260308298236
0.25,tree.58,high,mape.mean.new,67.29736098297295
0.25,tree.58,high,mape.median.new,86.84079490203838
0.25,tree.580,high,mape.incomplete,211.43789982091076
0.25,tree.580,high,mape.mean,115.7078214315337
0.25,tree.580,high,mape.median,112.41462169364544
0.25,tree.580,high,mape.mean.new,117.51538843778275
0.25,tree.580,high,mape.median.new,138.05063144681256
0.25,tree.581,high,mape.incomplete,287.436666605373
0.25,tree.581,high,mape.mean,138.61662563998044
0.25,tree.581,high,mape.median,133.02050857309422
0.25,tree.581,high,mape.mean.new,147.5294092044382
0.25,tree.581,high,mape.median.new,176.50474387484755
0.25,tree.582,high,mape.incomplete,134.49074410619727
0.25,tree.582,high,mape.mean,52.88672096770941
0.25,tree.582,high,mape.median,43.62992775450089
0.25,tree.582,high,mape.mean.new,39.47102844250568
0.25,tree.582,high,mape.median.new,52.660883377216194
0.25,tree.583,high,mape.incomplete,763.5355868300484
0.25,tree.583,high,mape.mean,213.25175879735423
0.25,tree.583,high,mape.median,160.48362790487724
0.25,tree.583,high,mape.mean.new,91.75579169396522
0.25,tree.583,high,mape.median.new,49.63369664478415
0.25,tree.584,high,mape.incomplete,73.05805719023299
0.25,tree.584,high,mape.mean,45.24040729563018
0.25,tree.584,high,mape.median,37.40544862249275
0.25,tree.584,high,mape.mean.new,31.893189189673894
0.25,tree.584,high,mape.median.new,39.35367002435792
0.25,tree.585,high,mape.incomplete,462.43488735581036
0.25,tree.585,high,mape.mean,274.61823328083483
0.25,tree.585,high,mape.median,290.02306681793624
0.25,tree.585,high,mape.mean.new,330.35867166484667
0.25,tree.585,high,mape.median.new,385.84130248220544
0.25,tree.586,high,mape.incomplete,259.7040216890981
0.25,tree.586,high,mape.mean,90.74201987398104
0.25,tree.586,high,mape.median,74.4690601833369
0.25,tree.586,high,mape.mean.new,60.5371062981287
0.25,tree.586,high,mape.median.new,42.12509683416066
0.25,tree.587,high,mape.incomplete,236.77106317772459
0.25,tree.587,high,mape.mean,101.45537026995197
0.25,tree.587,high,mape.median,94.35918514686834
0.25,tree.587,high,mape.mean.new,100.72125979017272
0.25,tree.587,high,mape.median.new,113.32542717879723
0.25,tree.588,high,mape.incomplete,438.74804373603905
0.25,tree.588,high,mape.mean,142.13986181632455
0.25,tree.588,high,mape.median,111.24325866967962
0.25,tree.588,high,mape.mean.new,77.03261041991074
0.25,tree.588,high,mape.median.new,48.531112697331544
0.25,tree.589,high,mape.incomplete,209.16665761620936
0.25,tree.589,high,mape.mean,81.77891836830983
0.25,tree.589,high,mape.median,71.49442654499882
0.25,tree.589,high,mape.mean.new,69.50232487644689
0.25,tree.589,high,mape.median.new,70.35471770873724
0.25,tree.59,high,mape.incomplete,170.08260335632477
0.25,tree.59,high,mape.mean,65.87180332742703
0.25,tree.59,high,mape.median,59.85128399118725
